﻿Title:,"Table 22 - Standard occupational classification of graduates entering work in the UK by provider"
Subtitle:,"Academic years 2017/18 to 2022/23"
Reference ID:,DT072 Table 22
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/graduates/table-22
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/graduates/table-22.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of provider,All 
,Permanent address,All 
,Level of qualification,All 
,Mode of former study,All 
,Work type marker,All 
,Academic year,2020/21 
Search:,


"UKPRN","Provider Name","Managers, directors and senior officials","Professional occupations","Associate professional occupations","Total high skilled","Administrative and secretarial occupations","Skilled trades occupations","Caring, leisure and other service occupations","Total medium skilled","Sales and customer service occupations","Process, plant and machine operatives","Elementary occupations","Total low skilled","Unknown","Total"
"10042570","Pearson College","15","60","55","130","10","0","5","15","5","0","5","10","0","150"
"10007063","Truro and Penwith College","5","10","15","30","5","5","15","30","10","0","5","15","0","75"
"10005072","Peter Symonds College","0","5","15","20","0","0","5","5","0","0","0","0","0","30"
"10004676","Petroc","5","5","10","20","0","0","10","15","5","0","0","5","0","35"
"10005124","Plumpton College","5","0","10","10","0","5","0","5","0","0","0","5","0","25"
"10005127","Arts University Plymouth","5","25","40","70","5","5","10","20","15","5","15","35","0","125"
"10005128","City College Plymouth","5","40","15","60","0","10","10","20","5","0","5","15","0","95"
"10007801","University of Plymouth","75","1,245","430","1,750","90","35","115","240","80","15","95","190","5","2,185"
"10019178","Point Blank Music School","5","0","20","25","0","0","0","5","5","0","5","5","0","35"
"10007945","City of Portsmouth College","5","10","10","20","0","5","0","5","0","0","0","5","0","30"
"10007155","The University of Portsmouth","180","1,210","790","2,180","210","45","140","400","135","15","140","290","20","2,895"
"10005200","Preston College","5","25","10","40","0","0","0","5","0","0","0","0","0","45"
"10083476","The Prince's Foundation","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10005337","Queen Margaret University, Edinburgh","20","340","105","465","25","10","30","65","25","5","25","55","0","585"
"10007775","Queen Mary University of London","65","1,175","405","1,645","130","15","55","200","65","10","50","125","15","1,985"
"10025197","University Centre Quayside Limited","0","0","5","5","0","0","0","0","0","0","0","0","0","5"
"10009292","Royal Academy of Dramatic Art","0","0","5","5","0","0","0","0","0","0","0","0","0","5"
"10005544","Royal Academy of Dance","0","10","15","25","0","0","0","0","0","0","0","0","0","30"
"10005389","Ravensbourne University London","15","60","120","190","10","10","10","35","20","0","10","30","0","255"
"10005470","Richmond, The American International University in London","5","0","5","15","5","0","5","15","5","0","5","10","0","40"
"10007802","The University of Reading","120","1,250","420","1,790","80","15","65","165","60","5","55","120","10","2,080"
"10005404","Reaseheath College","0","5","10","20","5","10","30","45","10","5","10","25","0","90"
"10086591","Regent's University London Limited","0","15","15","30","0","0","0","0","0","0","0","0","0","35"
"10021100","Regents Theological College","5","10","5","20","0","0","0","0","0","0","0","0","0","20"
"10062833","Raindance Educational Services Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10008455","Regent College London","25","0","10","35","20","10","25","55","10","15","20","50","5","145"
"10005469","Richmond upon Thames College","0","5","5","10","0","0","0","0","0","0","0","0","0","10"
"10002863","Riverside College Halton","0","20","30","45","5","10","10","25","0","0","0","5","0","75"
"10005534","RNN Group","0","25","10","40","5","5","20","25","5","5","5","15","0","80"
"10005500","Robert Gordon University","85","730","240","1,055","80","25","45","150","40","10","50","95","5","1,305"
"10007776","Roehampton University","80","440","220","745","105","20","90","215","70","30","65","165","15","1,140"
"10005523","Rose Bruford College of Theatre and Performance","5","10","40","55","5","5","10","20","0","0","0","0","0","80"
"10007835","Royal Academy of Music","0","25","40","65","5","0","0","5","0","0","5","5","0","80"
"10005545","Royal Agricultural University","40","55","45","135","15","10","20","40","10","0","20","25","5","205"
"10007777","Royal College of Art","15","85","95","195","0","5","5","15","5","0","5","5","0","220"
"10007778","Royal College of Music","0","35","35","70","0","0","0","0","0","0","0","0","0","70"
"10005561","Royal Conservatoire of Scotland","5","60","50","115","5","5","0","10","5","0","10","10","0","140"
"10007816","The Royal Central School of Speech and Drama","10","50","75","135","10","10","15","30","5","0","10","15","0","180"
"10005553","Royal Holloway and Bedford New College","50","575","320","945","95","10","60","165","55","5","40","100","5","1,215"
"10007837","Royal Northern College of Music","0","35","35","70","0","5","5","5","0","0","5","5","0","85"
"10007779","The Royal Veterinary College","5","165","45","215","0","0","5","5","5","0","0","5","0","230"
"10007803","The University of St. Andrews","20","290","130","445","25","0","15","40","15","0","10","25","0","510"
"10007839","SAE Education Limited","5","15","20","40","5","5","5","10","5","0","5","10","0","60"
"10007782","St George's, University of London","0","370","40","410","5","0","15","15","10","0","0","10","0","440"
"10008026","St Mary's University College","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10007843","St Mary's University, Twickenham","30","425","125","585","25","5","30","60","10","0","20","30","0","675"
"10005032","Salford City College","0","5","5","5","0","5","5","5","0","0","5","5","0","20"
"10007156","The University of Salford","115","1,110","510","1,735","130","30","110","270","115","20","90","225","5","2,235"
"10021256","The Salvation Army","0","5","0","5","0","0","0","0","0","0","0","0","0","5"
"10005967","South & City College Birmingham","0","15","5","15","0","0","5","5","0","0","0","5","0","25"
"10008362","London School of Science and Technology Limited","0","0","0","0","0","0","5","5","0","5","5","5","0","15"
"10007780","SOAS University of London","20","165","135","320","25","5","5","35","10","0","10","20","0","375"
"10005700","SRUC","25","30","40","90","5","75","35","115","25","10","45","75","0","280"
"10005977","South Devon College","5","25","25","55","5","0","15","20","5","0","5","10","0","90"
"10005736","Unified Seevic Palmer's College","5","0","5","15","0","10","5","15","0","10","10","20","5","50"
"10020699","South Eastern Regional College","35","55","65","155","25","35","20","80","15","5","10","30","0","270"
"10005981","South Essex College of Further and Higher Education","0","25","25","55","0","5","5","15","5","0","0","5","0","75"
"10036143","South Gloucestershire and Stroud College","0","15","10","20","0","0","5","5","5","0","5","10","0","40"
"10005790","Sheffield Hallam University","150","2,035","735","2,915","185","55","155","395","130","20","135","285","10","3,605"
"10006020","Southampton City College","0","10","10","25","0","0","0","5","0","0","0","5","0","30"
"10005788","The Sheffield College","5","10","20","35","5","5","10","20","5","0","10","15","0","70"
"10007157","The University of Sheffield","70","1,645","550","2,265","135","30","85","250","65","5","65","130","5","2,650"
"10023458","The Sherwood Psychotherapy Training Institute Limited","0","30","5","35","0","0","0","0","0","0","0","0","0","35"
"10005822","Shrewsbury Colleges Group","0","5","5","10","0","5","0","5","0","0","0","0","0","20"
"10006022","Solent University","45","235","295","575","75","25","60","155","75","15","65","150","5","890"
"10005946","Solihull College and University Centre","15","55","30","95","5","10","10","25","5","0","0","5","0","125"
"10020633","Southern Regional College","20","45","35","100","25","5","40","70","10","5","10","25","0","195"
"10007158","The University of Southampton","60","1,495","355","1,915","100","15","60","175","50","5","50","105","5","2,200"
"10006050","Sparsholt College","0","15","15","30","0","5","15","20","5","0","0","10","0","60"
"10006038","Southport College","0","5","5","15","0","0","5","5","5","0","0","5","0","20"
"10006093","Spurgeon's College","0","10","10","20","0","0","0","0","0","0","0","0","0","20"
"10004603","Newcastle and Stafford Colleges Group","0","5","5","10","0","0","5","10","5","0","5","15","0","35"
"10006299","Staffordshire University","80","860","405","1,345","75","60","125","255","70","10","70","150","20","1,770"
"10008098","Study Group","0","5","5","10","5","0","0","5","0","0","5","5","5","30"
"10003674","South Thames Colleges Group","0","10","25","35","0","5","15","20","5","0","5","10","0","70"
"10006174","St Helens College","0","25","25","50","5","15","5","20","5","5","5","15","0","85"
"10007804","The University of Stirling","45","605","245","895","85","15","65","165","65","10","40","115","5","1,180"
"10037449","University of St Mark and St John","20","255","85","355","15","10","40","65","15","5","15","35","0","460"
"10008010","Stranmillis University College","0","100","5","110","5","0","30","30","0","0","0","5","0","140"
"10007805","The University of Strathclyde","85","1,690","450","2,230","110","15","45","170","60","15","50","125","5","2,530"
"10006378","Strode College","0","0","5","5","0","0","5","5","5","0","5","5","0","20"
"10014001","University of Suffolk","30","335","155","520","30","20","45","95","10","5","20","35","5","650"
"10001475","City of Sunderland College","5","10","30","45","0","10","30","40","5","0","5","15","0","95"
"10007159","The University of Sunderland","100","755","270","1,120","90","30","200","315","85","30","90","200","10","1,645"
"10007160","The University of Surrey","50","1,045","390","1,485","95","10","45","145","45","5","25","70","10","1,715"
"10007806","The University of Sussex","60","810","470","1,340","145","20","90","260","65","10","60","135","5","1,740"
"10020685","South West College","15","55","45","110","15","20","30","70","10","5","5","20","0","205"
"10007855","Swansea University","75","1,320","445","1,840","150","30","95","275","105","15","100","220","15","2,350"
"10006494","Tameside College","0","15","10","25","0","5","5","10","0","0","5","5","0","40"
"10007161","Teesside University","80","1,035","370","1,485","60","75","130","265","85","25","70","185","5","1,940"
"10006549","Telford College","0","0","0","5","0","0","0","0","0","0","0","0","0","5"
"10082743","ThinkSpace Education Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10005998","The Trafford College Group","0","20","15","40","5","5","10","20","0","0","0","0","0","60"
"10008017","Trinity Laban Conservatoire of Music and Dance","0","35","50","90","10","0","5","15","5","0","10","15","0","125"
"10007858","University of Wales Trinity Saint David","105","415","315","840","85","60","190","335","85","70","105","265","10","1,455"
"10005999","Tyne Coast College","10","15","30","55","5","25","5","30","0","5","5","10","0","95"
"10068157","University Centre Peterborough","0","15","10","25","0","0","10","15","5","0","10","15","0","55"
"10007114","University of the Highlands and Islands","55","400","240","695","100","70","125","300","70","20","85","175","10","1,175"
"10007807","Ulster University","180","1,985","655","2,820","190","45","155","390","105","20","85","210","10","3,435"
"10039956","The University of Law","45","1,330","210","1,585","90","5","10","105","30","0","20","55","5","1,750"
"10001476","United Colleges Group","0","10","0","15","0","0","0","0","5","0","0","5","0","20"
"10007784","University College London","140","3,000","655","3,795","105","15","75","195","50","5","30","85","20","4,095"
"10007793","University of South Wales","125","1,075","540","1,740","125","65","160","350","90","25","90","205","10","2,310"
"10007315","Walsall College","0","5","10","15","5","5","5","10","5","0","10","10","0","40"
"10007163","The University of Warwick","170","1,830","555","2,560","100","15","50","165","35","0","35","70","15","2,810"
"10007859","Warwickshire College","5","130","60","195","0","10","10","20","5","0","5","10","0","225"
"10007361","Waverley Abbey College","0","10","15","25","0","0","0","0","0","0","0","0","0","25"
"10007339","Warrington & Vale Royal College","0","10","10","25","0","5","5","10","5","5","5","10","0","45"
"10007164","University of the West of England, Bristol","130","1,615","705","2,445","170","35","90","295","125","25","100","245","15","3,005"
"10007800","The University of the West of Scotland","50","770","310","1,130","120","20","115","255","75","15","55","145","5","1,540"
"10032288","West Dean College","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10006566","The University of West London","55","470","235","760","95","25","65","190","50","25","50","125","15","1,085"
"10007431","West Suffolk College","0","5","5","10","0","0","0","0","0","0","0","0","0","15"
"10007459","Weston College of Further and Higher Education","5","20","25","55","5","0","5","10","10","0","0","10","0","75"
"10007165","The University of Westminster","100","620","470","1,190","150","15","65","230","95","10","60","165","5","1,590"
"10007469","Weymouth College","0","0","10","10","0","0","5","5","0","0","0","5","0","20"
"10007417","West Herts College","0","5","0","10","0","0","5","5","5","0","5","5","0","20"
"10007527","Wiltshire College and University Centre","0","15","10","20","5","5","0","10","5","0","0","5","0","40"
"10003614","The University of Winchester","45","565","210","820","85","10","95","190","65","5","55","130","5","1,140"
"10002107","The Windsor Forest Colleges Group","0","10","5","20","0","0","5","5","0","0","0","0","0","20"
"10007553","Wirral Metropolitan College","0","15","5","20","0","5","5","5","0","0","0","0","0","30"
"10007455","The WKCIC Group","0","15","10","20","0","0","5","5","0","0","0","0","0","30"
"10007578","City of Wolverhampton College","0","5","5","10","0","5","0","5","0","0","0","0","0","20"
"10007166","The University of Wolverhampton","75","925","290","1,290","75","25","130","230","70","15","50","140","10","1,670"
"10007139","University of Worcester","45","705","265","1,020","40","5","125","175","45","5","50","100","5","1,295"
"10007657","Writtle University College","5","30","15","45","10","5","20","35","5","0","5","10","0","90"
"10007434","West Thames College","0","0","5","5","0","0","0","0","10","0","5","10","0","15"
"10007696","Yeovil College","5","20","15","35","0","5","5","10","0","0","0","5","0","55"
"10007713","York St John University","30","355","165","555","40","10","65","115","45","5","55","105","0","775"
"10007709","York College","5","20","15","40","5","5","0","10","5","0","0","5","0","55"
"10007167","The University of York","75","1,185","430","1,690","135","20","80","235","50","15","70","135","5","2,065"
"","Total","11,805","130,255","53,720","195,780","14,115","4,165","12,810","31,095","9,730","1,900","8,820","20,450","1,195","248,515"
