﻿Title:,"Table 22 - Standard occupational classification of graduates entering work in the UK by provider"
Subtitle:,"Academic years 2017/18 to 2022/23"
Reference ID:,DT072 Table 22
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/graduates/table-22
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/graduates/table-22.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of provider,All 
,Permanent address,All 
,Level of qualification,All 
,Mode of former study,All 
,Work type marker,All 
,Academic year,2021/22 
Search:,


"UKPRN","Provider Name","Managers, directors and senior officials","Professional occupations","Associate professional occupations","Total high skilled","Administrative and secretarial occupations","Skilled trades occupations","Caring, leisure and other service occupations","Total medium skilled","Sales and customer service occupations","Process, plant and machine operatives","Elementary occupations","Total low skilled","Unknown","Total"
"10004740","Northern College of Acupuncture","0","5","0","5","0","0","0","0","0","0","0","0","0","5"
"10001282","University of Northumbria at Newcastle","145","1,320","605","2,070","160","35","125","325","110","20","115","245","15","2,660"
"10004775","Norwich University of the Arts","15","85","70","170","20","10","20","55","25","0","25","55","0","275"
"10004579","New College Swindon","5","15","10","35","10","15","15","40","10","10","15","30","0","105"
"10007154","University of Nottingham","105","2,250","690","3,045","190","15","100","305","100","10","115","225","20","3,595"
"10004797","The Nottingham Trent University","200","1,670","1,180","3,055","335","90","240","660","250","35","220","505","30","4,250"
"10004718","North Warwickshire and South Leicestershire College","0","5","10","15","0","0","5","10","0","0","5","10","0","30"
"10020634","North West Regional College","15","25","30","70","15","10","15","40","15","5","10","25","0","140"
"10004835","Oaklands College","0","5","5","10","0","0","0","0","0","0","0","0","0","10"
"10006770","The Oldham College","0","15","25","40","5","0","15","25","5","0","0","5","0","70"
"10007773","The Open University","525","2,105","1,275","3,905","445","110","535","1,090","155","70","95","325","35","5,355"
"10004930","Oxford Brookes University","120","1,040","490","1,645","125","40","100","270","65","10","55","130","10","2,050"
"10007774","The University of Oxford","145","1,425","295","1,865","60","5","30","95","20","0","25","45","20","2,025"
"10042570","Pearson College","5","60","30","95","10","0","0","10","10","0","5","15","0","120"
"10007063","Truro and Penwith College","5","15","35","55","5","0","10","15","0","0","5","5","0","75"
"10005072","Peter Symonds College","0","15","15","30","0","0","5","5","0","0","0","0","0","35"
"10004676","Petroc","5","5","15","25","0","0","5","10","5","0","0","5","0","40"
"10005124","Plumpton College","10","10","5","25","5","0","5","10","5","0","0","5","0","40"
"10005127","Arts University Plymouth","10","25","35","65","10","10","5","25","15","5","15","35","0","125"
"10005128","City College Plymouth","5","55","15","80","5","15","5","25","0","5","5","10","0","115"
"10007801","University of Plymouth","75","1,310","395","1,780","95","25","105","225","85","15","85","185","5","2,195"
"10019178","Point Blank Music School","5","5","30","35","0","5","0","5","5","0","5","5","0","50"
"10007945","City of Portsmouth College","0","5","5","10","0","0","0","0","0","0","0","0","0","15"
"10007155","The University of Portsmouth","170","1,270","685","2,120","160","40","155","360","130","30","120","275","25","2,780"
"10005200","Preston College","5","15","10","25","0","0","0","0","0","5","0","5","0","35"
"10083476","The Prince's Foundation","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10005337","Queen Margaret University, Edinburgh","25","290","95","410","35","5","30","70","25","5","25","55","0","535"
"10007775","Queen Mary University of London","75","1,305","400","1,780","150","15","65","230","85","15","45","145","20","2,175"
"10025197","University Centre Quayside Limited","5","0","0","5","0","0","0","0","0","0","0","0","0","10"
"10009292","Royal Academy of Dramatic Art","0","5","45","55","0","10","5","10","0","0","5","5","0","75"
"10005544","Royal Academy of Dance","0","10","5","20","0","0","0","0","0","0","0","0","0","20"
"10005389","Ravensbourne University London","10","50","105","160","15","5","10","30","25","5","15","45","0","240"
"10005470","Richmond, The American International University in London","5","0","5","15","0","0","0","0","0","0","0","0","0","15"
"10007802","The University of Reading","160","1,250","410","1,825","100","15","70","185","45","5","40","90","10","2,110"
"10005404","Reaseheath College","5","10","5","20","0","0","25","30","5","0","5","15","0","60"
"10086591","Regent's University London Limited","5","15","10","30","5","0","0","5","0","0","0","0","0","35"
"10021100","Regents Theological College","0","5","5","10","0","0","0","0","0","0","0","5","0","20"
"10023871","Results Consortium Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10062833","Raindance Educational Services Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10008455","Regent College London","35","15","20","70","30","20","30","85","20","30","35","85","5","240"
"10005469","Richmond upon Thames College","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10002863","Riverside College Halton","0","10","15","30","0","5","10","15","0","0","5","5","0","50"
"10005534","RNN Group","0","15","15","30","0","10","25","40","5","0","5","10","0","75"
"10005500","Robert Gordon University","80","765","260","1,100","85","15","60","160","45","10","35","90","5","1,360"
"10007776","Roehampton University","90","410","210","710","105","35","100","240","80","30","60","170","10","1,130"
"10005523","Rose Bruford College of Theatre and Performance","5","15","60","75","5","5","15","25","5","0","15","20","0","120"
"10007835","Royal Academy of Music","0","30","30","60","0","0","0","0","0","0","0","5","0","65"
"10005545","Royal Agricultural University","30","70","40","140","15","10","10","30","0","0","20","25","5","200"
"10007777","Royal College of Art","10","50","70","130","0","5","0","5","0","0","5","10","0","145"
"10007778","Royal College of Music","0","35","35","70","5","0","0","10","0","0","0","0","0","80"
"10005561","Royal Conservatoire of Scotland","5","50","50","105","0","5","10","20","5","0","5","10","0","135"
"10007816","The Royal Central School of Speech and Drama","10","45","85","140","10","10","10","30","0","0","10","10","0","185"
"10005553","Royal Holloway and Bedford New College","60","560","345","965","105","5","60","170","50","5","35","90","10","1,230"
"10007837","Royal Northern College of Music","0","30","40","70","5","0","5","10","5","0","5","5","0","85"
"10007779","The Royal Veterinary College","5","185","45","235","5","0","10","15","0","0","5","5","0","255"
"10007803","The University of St. Andrews","20","420","140","580","35","5","20","60","20","0","20","40","5","690"
"10007839","SAE Education Limited","0","20","30","50","5","0","0","5","5","0","10","20","0","80"
"10007782","St George's, University of London","5","385","20","415","10","0","15","25","5","0","10","15","0","455"
"10008026","St Mary's University College","0","60","0","60","0","0","5","5","5","0","0","5","0","70"
"10007843","St Mary's University, Twickenham","35","445","135","610","25","10","40","75","20","0","25","45","5","735"
"10005032","Salford City College","0","5","0","5","0","0","0","5","0","0","0","5","0","15"
"10007156","The University of Salford","120","1,400","560","2,085","155","40","150","350","120","20","110","255","15","2,705"
"10021256","The Salvation Army","0","5","0","5","0","0","0","0","0","0","0","0","0","5"
"10005967","South & City College Birmingham","5","25","10","40","5","0","5","10","5","0","5","5","0","55"
"10008362","London School of Science and Technology Limited","5","5","5","15","10","5","20","30","5","10","10","25","0","75"
"10007780","SOAS University of London","25","170","105","300","35","0","5","40","10","0","10","25","5","370"
"10005700","SRUC","20","40","40","100","15","40","30","85","15","5","35","50","0","235"
"10005977","South Devon College","5","20","35","60","0","0","20","20","0","0","0","5","0","85"
"10005736","Unified Seevic Palmer's College","0","0","5","5","0","5","0","5","0","5","5","5","0","20"
"10005741","Selby College","5","5","5","10","0","0","10","10","0","0","0","5","0","30"
"10020699","South Eastern Regional College","15","55","65","135","15","10","35","60","10","5","10","25","5","225"
"10005981","South Essex College of Further and Higher Education","0","35","30","65","5","5","0","15","5","0","0","10","0","85"
"10036143","South Gloucestershire and Stroud College","0","5","5","10","0","0","5","10","5","0","5","15","0","35"
"10005790","Sheffield Hallam University","100","1,695","580","2,375","180","55","170","410","125","25","125","275","20","3,075"
"10006020","Southampton City College","0","5","15","15","0","0","0","0","0","0","0","5","0","25"
"10005788","The Sheffield College","5","10","15","30","0","0","10","10","10","0","10","15","0","55"
"10007157","The University of Sheffield","75","1,575","495","2,145","120","10","65","195","65","10","75","150","10","2,500"
"10023458","The Sherwood Psychotherapy Training Institute Limited","0","20","5","25","0","0","0","0","0","0","0","0","0","30"
"10005822","Shrewsbury Colleges Group","0","0","5","10","0","0","5","5","0","0","0","0","0","15"
"10006022","Solent University","80","250","275","605","50","20","65","135","80","15","70","165","10","920"
"10005946","Solihull College and University Centre","5","25","15","45","0","5","5","10","0","0","5","5","0","65"
"10020633","Southern Regional College","30","55","40","120","10","10","30","50","10","5","0","15","0","190"
"10007158","The University of Southampton","65","1,370","360","1,800","95","10","55","160","50","10","50","110","10","2,080"
"10006050","Sparsholt College","5","10","20","35","0","5","20","25","5","0","5","10","0","70"
"10006038","Southport College","5","5","5","10","5","0","5","10","0","0","0","5","0","25"
"10006093","Spurgeon's College","0","20","10","30","0","0","0","5","0","0","0","0","0","35"
"10004603","Newcastle and Stafford Colleges Group","5","5","15","20","5","5","5","15","10","0","10","20","0","55"
"10006299","Staffordshire University","135","930","570","1,635","80","65","105","245","80","20","90","190","15","2,080"
"10008098","Study Group","0","0","0","5","0","0","0","5","0","0","0","5","0","10"
"10003674","South Thames Colleges Group","0","25","20","45","5","5","10","20","10","0","5","15","0","80"
"10006174","St Helens College","5","10","15","25","5","5","5","15","0","5","5","10","0","50"
"10007804","The University of Stirling","45","620","245","915","105","15","75","195","55","10","35","100","10","1,215"
"10037449","University of St Mark and St John","20","215","95","335","10","5","40","55","10","10","20","40","0","430"
"10008010","Stranmillis University College","0","90","10","100","0","0","25","30","0","0","5","5","0","135"
"10007805","The University of Strathclyde","115","1,810","550","2,475","150","25","60","235","95","15","60","170","20","2,895"
"10006378","Strode College","0","0","5","10","0","5","5","10","5","0","0","5","0","25"
"10014001","University of Suffolk","35","295","145","475","35","5","65","105","25","20","30","75","5","665"
"10001475","City of Sunderland College","0","20","20","40","5","5","25","40","10","0","10","20","0","100"
"10007159","The University of Sunderland","115","870","325","1,310","100","45","230","375","105","50","90","250","20","1,955"
"10007160","The University of Surrey","60","960","360","1,380","95","10","45","150","50","5","30","85","10","1,625"
"10007806","The University of Sussex","60","825","445","1,330","140","25","90","255","75","0","75","155","10","1,745"
"10020685","South West College","20","60","50","125","10","20","20","55","5","0","10","15","0","200"
"10007855","Swansea University","75","1,275","380","1,725","130","20","105","260","75","15","90","180","5","2,170"
"10006494","Tameside College","5","10","10","20","0","5","0","5","5","0","0","5","0","35"
"10007161","Teesside University","85","1,160","360","1,605","75","75","130","280","80","25","50","155","20","2,055"
"10006549","Telford College","0","5","0","5","0","0","0","0","0","0","0","0","0","5"
"10082743","ThinkSpace Education Limited","0","0","5","5","0","0","0","0","0","0","0","0","0","5"
"10005998","The Trafford College Group","0","20","5","30","0","5","5","10","0","0","0","0","0","40"
"10008017","Trinity Laban Conservatoire of Music and Dance","5","45","50","100","5","0","10","15","5","0","10","15","0","130"
"10007858","University of Wales Trinity Saint David","110","400","260","775","95","85","190","365","80","90","145","315","10","1,465"
"10005999","Tyne Coast College","0","15","25","40","5","25","5","30","5","5","5","10","0","85"
"10068157","University Centre Peterborough","5","35","40","80","5","0","5","15","5","0","15","20","0","110"
"10007114","University of the Highlands and Islands","75","420","250","745","100","75","120","295","65","15","75","160","5","1,205"
"10007807","Ulster University","130","1,495","450","2,070","185","35","135","350","130","15","70","215","15","2,655"
"10039956","The University of Law","35","1,235","180","1,455","105","5","15","120","25","5","20","50","5","1,630"
"10001476","United Colleges Group","5","10","0","15","0","0","0","0","0","0","0","5","0","20"
"10007784","University College London","155","2,980","680","3,815","125","10","60","195","50","5","45","100","30","4,135"
"10007793","University of South Wales","130","1,025","615","1,770","120","70","165","355","90","15","105","205","15","2,350"
"10007315","Walsall College","0","10","5","20","0","0","0","5","5","5","5","15","0","40"
"10007163","The University of Warwick","180","1,800","490","2,470","95","5","45","145","45","5","45","95","20","2,730"
"10007859","Warwickshire College","0","40","30","70","5","0","10","15","0","0","0","5","0","95"
"10007361","Waverley Abbey College","0","10","15","25","0","0","0","5","0","0","0","0","0","30"
"10007339","Warrington & Vale Royal College","0","5","10","15","0","5","5","10","5","0","0","5","0","30"
"10007164","University of the West of England, Bristol","135","1,600","715","2,445","200","60","125","385","115","15","90","220","15","3,065"
"10007800","The University of the West of Scotland","40","745","310","1,100","105","20","120","250","85","10","60","160","15","1,520"
"10032288","West Dean College","0","5","15","25","0","5","0","5","0","0","0","0","0","30"
"10006566","The University of West London","90","435","260","780","80","20","70","170","55","20","60","135","15","1,105"
"10007431","West Suffolk College","0","10","0","10","0","0","0","0","0","0","0","0","0","10"
"10007459","Weston College of Further and Higher Education","5","30","25","60","0","5","10","15","10","0","10","15","0","95"
"10007165","The University of Westminster","110","625","460","1,190","215","25","75","310","125","15","60","200","15","1,720"
"10007469","Weymouth College","0","5","10","15","0","0","5","5","5","0","5","5","0","25"
"10007417","West Herts College","0","5","5","10","0","0","0","5","0","0","5","5","0","20"
"10007527","Wiltshire College and University Centre","0","10","5","15","0","5","5","5","0","0","0","0","0","25"
"10003614","The University of Winchester","35","525","190","755","85","10","110","205","50","5","55","110","5","1,075"
"10002107","The Windsor Forest Colleges Group","0","10","0","10","0","0","5","5","0","0","0","0","0","15"
"10007553","Wirral Metropolitan College","0","15","0","15","0","0","5","5","0","0","0","0","0","25"
"10007455","The WKCIC Group","0","10","15","25","0","5","0","10","0","0","0","0","0","35"
"10007578","City of Wolverhampton College","0","5","10","15","0","5","0","5","0","0","0","0","0","25"
"10007166","The University of Wolverhampton","70","900","270","1,240","80","10","120","215","65","15","50","135","20","1,605"
"10007139","University of Worcester","35","705","265","1,005","55","5","100","160","35","5","50","90","10","1,265"
"10007657","Writtle University College","5","25","15","40","10","5","15","30","5","0","10","15","0","85"
"10007434","West Thames College","0","0","5","5","0","0","5","5","0","0","0","5","0","15"
"10007696","Yeovil College","5","20","10","30","5","0","5","10","0","0","0","0","0","45"
"10007713","York St John University","45","280","150","475","55","15","70","140","60","5","60","125","5","740"
"10007709","York College","0","20","10","30","0","5","5","5","5","5","5","15","0","55"
"10007167","The University of York","75","1,190","485","1,755","145","25","90","260","70","10","65","145","15","2,175"
"","Total","12,530","132,115","53,540","198,185","14,890","4,155","13,410","32,455","9,785","2,215","9,425","21,425","1,595","253,660"
