﻿Title:,"Table 22 - Standard occupational classification of graduates entering work in the UK by provider"
Subtitle:,"Academic years 2017/18 to 2022/23"
Reference ID:,DT072 Table 22
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/graduates/table-22
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/graduates/table-22.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of provider,All 
,Permanent address,All 
,Level of qualification,All 
,Mode of former study,All 
,Work type marker,All 
,Academic year,2017/18 
Search:,


"UKPRN","Provider Name","Managers, directors and senior officials","Professional occupations","Associate professional occupations","Total high skilled","Administrative and secretarial occupations","Skilled trades occupations","Caring, leisure and other service occupations","Total medium skilled","Sales and customer service occupations","Process, plant and machine operatives","Elementary occupations","Total low skilled","Unknown","Total"
"10007928","Fareham College","0","10","10","20","0","10","0","10","0","0","0","0","0","30"
"10002412","Farnborough College of Technology","0","25","10","35","0","0","5","10","0","0","0","5","0","45"
"10045476","Met Film School Limited","0","0","30","30","5","0","0","5","0","0","0","5","0","40"
"10004511","The National Film and Television School","5","5","35","45","0","0","0","0","0","0","0","0","0","50"
"10038763","ForMission Ltd","0","0","5","10","0","0","10","10","0","0","0","0","0","20"
"10002599","Furness College","0","20","15","35","0","10","5","15","5","0","0","5","0","55"
"10022087","Futureworks","0","15","10","30","0","0","5","5","10","0","5","15","0","45"
"10002638","Gateshead College","5","10","20","30","5","15","0","20","5","0","5","10","0","60"
"10007762","Glasgow Caledonian University","70","950","275","1,290","110","25","50","185","115","20","70","210","5","1,690"
"10002681","Glasgow School of Art","5","50","110","165","5","10","10","20","15","0","15","35","0","220"
"10007794","The University of Glasgow","55","1,530","320","1,910","95","10","55","165","85","5","85","175","5","2,250"
"10002696","Gloucestershire College","5","15","15","35","5","5","5","10","0","0","0","5","0","50"
"10007145","University of Gloucestershire","75","435","300","815","95","20","115","235","85","5","70","160","5","1,210"
"10007833","Glyndŵr University","35","210","105","350","30","25","70","125","25","10","15","50","0","530"
"10002718","Goldsmiths College","40","395","255","690","60","10","65","135","30","0","25","60","5","895"
"10030408","Gower College Swansea","0","0","0","5","0","0","0","0","0","0","0","0","0","5"
"10002743","Grantham College","0","0","5","5","0","5","0","5","0","0","0","5","0","15"
"10007938","TEC Partnership","5","40","45","90","0","5","20","30","10","0","10","20","0","140"
"10007146","The University of Greenwich","100","1,150","430","1,685","135","30","100","265","95","20","60","175","5","2,130"
"10007937","GSM London","30","15","35","80","35","5","45","85","20","10","30","60","5","230"
"10002815","Guildford College of Further and Higher Education","0","15","15","35","0","0","10","10","0","0","5","5","0","50"
"10007825","Guildhall School of Music and Drama","0","40","75","120","0","5","5","15","0","0","5","5","0","135"
"10002843","Hadlow College","0","0","0","0","0","5","0","5","0","0","0","5","0","5"
"10002852","Halesowen College","0","0","5","10","0","0","5","10","5","0","0","5","0","20"
"10002094","Ealing, Hammersmith & West London College","0","0","0","5","0","0","0","5","0","0","0","0","0","5"
"10002899","Harlow College","0","0","0","0","0","0","0","5","0","0","0","0","0","5"
"10040812","Harper Adams University","70","135","90","300","15","25","15","55","10","15","45","70","0","420"
"10002919","Hartpury College","15","25","85","125","15","5","40","55","10","0","20","30","0","210"
"10005979","Havant and South Downs College","0","10","10","25","0","5","5","10","5","0","0","5","0","40"
"10002935","Havering College of Further and Higher Education","0","40","10","50","0","10","5","15","0","0","0","0","0","70"
"10007193","HCUC","5","5","0","10","0","5","10","15","10","0","5","15","0","45"
"10007289","Heart of Yorkshire Education Group","5","15","25","40","5","5","20","35","10","0","10","20","0","100"
"10003023","Herefordshire, Ludlow and North Shropshire College","0","10","5","10","0","5","0","5","0","0","0","5","0","20"
"10003022","Hereford College of Arts","0","5","15","25","5","5","0","15","5","0","5","15","0","50"
"10007764","Heriot-Watt University","40","440","155","635","40","10","15","65","40","15","30","85","0","785"
"10003035","Hertford Regional College","0","5","5","10","0","0","0","0","0","0","0","0","0","15"
"10007147","University of Hertfordshire","130","1,370","450","1,945","230","40","110","380","150","20","75","240","15","2,585"
"10003088","Richmond and Hillcroft Adult and Community College","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10003128","Holy Cross College","5","15","10","30","0","0","15","20","0","0","0","0","0","45"
"10003146","Hopwood Hall College","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10007977","Heart of Worcestershire College","5","35","20","55","65","15","5","85","0","5","0","5","0","145"
"10007148","The University of Huddersfield","75","1,050","440","1,565","125","35","100","260","115","15","70","195","5","2,025"
"10003193","Hugh Baird College","5","10","15","25","5","0","10","10","5","0","5","15","0","50"
"10003200","Hull College","10","35","20","65","10","5","15","30","5","5","10","20","0","115"
"10007149","The University of Hull","45","815","305","1,165","105","15","100","220","100","10","70","180","10","1,575"
"10003239","ICON College of Technology and Management","5","5","10","15","5","5","30","40","5","5","10","20","0","80"
"10003270","Imperial College of Science, Technology and Medicine","85","1,375","185","1,645","10","10","5","25","15","0","5","25","5","1,700"
"10005077","Inspire Education Group","0","10","5","15","0","5","0","5","0","0","0","0","0","20"
"10035638","Institute of Contemporary Music Performance","5","15","25","45","5","5","5","15","5","0","15","20","0","75"
"10029682","The Islamic College","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10021682","Kaplan Open Learning (Essex) Limited","5","5","5","20","5","0","0","5","0","0","0","0","0","25"
"10007767","Keele University","30","580","150","755","90","10","35","130","55","5","35","95","0","985"
"10003566","Kensington College of Business","5","0","0","5","5","5","5","10","0","0","0","5","0","20"
"10003558","Kendal College","0","5","10","15","0","5","5","10","0","0","0","5","0","25"
"10007150","The University of Kent","60","765","500","1,325","195","20","100","315","105","5","65","170","10","1,815"
"10003676","Kingston Maurward College","0","0","0","5","0","0","5","5","0","0","0","5","0","10"
"10003645","King's College London","200","2,010","435","2,645","115","10","55","180","45","5","35","85","10","2,915"
"10003189","Kirklees College","0","5","10","20","0","5","10","20","0","0","0","5","0","40"
"10008325","KLC School of Design","0","0","15","15","0","0","0","0","0","0","0","0","0","20"
"10003678","Kingston University","100","870","450","1,415","120","85","105","310","105","15","50","170","5","1,900"
"10003753","Lakes College West Cumbria","0","10","10","25","5","15","0","20","0","0","0","0","0","45"
"10007768","The University of Lancaster","70","660","285","1,015","80","10","30","120","35","0","45","80","5","1,220"
"10066551","LCCM AU UK Limited","0","5","5","10","0","0","5","5","0","0","5","5","0","20"
"10003854","Leeds Arts University","5","40","65","110","20","5","5","30","30","0","15","45","0","185"
"10003861","Leeds Beckett University","165","995","675","1,835","195","45","165","405","155","10","100","265","10","2,515"
"10024962","Leeds City College","10","40","65","115","10","10","25","40","15","0","20","40","0","200"
"10003855","Leeds College of Building","5","45","25","75","0","10","0","10","0","0","0","0","0","85"
"10007795","The University of Leeds","90","1,655","735","2,480","200","15","90","310","75","5","70","150","10","2,950"
"10003863","Leeds Trinity University","15","280","110","405","30","5","65","105","30","0","25","55","0","565"
"10003867","Leicester College","5","25","15","50","5","10","5","15","5","5","5","10","0","75"
"10007796","The University of Leicester","65","800","275","1,140","130","5","55","195","75","10","55","145","5","1,480"
"10007500","Wigan and Leigh College","0","15","5","20","0","10","5","15","0","0","5","5","0","40"
"10003928","Lincoln College","0","20","15","35","0","5","0","10","0","0","0","0","0","50"
"10007151","The University of Lincoln","100","670","440","1,210","145","30","105","280","125","15","90","225","5","1,720"
"10003956","Liverpool Hope University","30","375","120","525","55","5","85","145","60","0","30","95","0","765"
"10003957","Liverpool John Moores University","110","1,395","530","2,040","185","35","150","375","160","10","140","305","10","2,725"
"10003945","The Liverpool Institute for Performing Arts","5","10","70","85","5","5","10","15","5","0","10","15","0","120"
"10006842","The University of Liverpool","80","1,195","485","1,760","175","20","70","260","95","10","80","180","10","2,210"
"10003958","Liverpool School of Tropical Medicine","0","75","5","80","0","0","0","0","0","0","0","0","0","80"
"10007820","Grŵp Llandrillo Menai","5","40","40","85","5","10","30","45","10","0","10","15","0","150"
"10007162","University of the Arts, London","75","315","540","930","110","50","50","210","115","10","55","175","5","1,320"
"10013109","London Bridge Business Academy","0","0","0","0","0","0","0","0","5","0","5","10","0","15"
"10007769","London Business School","65","100","30","195","0","0","0","0","5","0","0","5","0","200"
"10030391","London Churchill College Ltd","10","5","0","10","5","5","30","35","10","10","15","30","0","80"
"10007797","University of London (Institutes and activities)","0","10","5","15","0","0","0","5","0","0","0","0","0","15"
"10039082","City and Guilds of London Art School","0","0","5","5","0","0","0","0","0","0","0","0","0","10"
"10015506","The London College","10","10","15","30","5","10","15","35","5","10","15","30","5","95"
"10004048","London Metropolitan University","45","310","215","570","65","10","70","145","55","5","30","90","5","810"
"10032594","London School of Academics Ltd","5","5","10","20","0","0","5","10","0","0","5","5","0","35"
"10004078","London South Bank University","140","1,135","255","1,530","100","40","75","215","60","15","55","135","10","1,885"
"10004063","London School of Economics and Political Science","70","755","240","1,060","45","0","5","50","15","0","5","20","10","1,140"
"10007771","London School of Hygiene and Tropical Medicine","5","130","15","150","0","0","0","0","0","0","0","0","0","155"
"10022285","London School of Management Education","5","10","10","30","0","0","15","15","10","0","5","15","0","60"
"10004075","London School of Theology","0","10","5","15","0","0","0","0","0","0","0","0","0","20"
"10004079","London Studio Centre","0","0","25","25","0","0","0","0","5","0","10","15","0","40"
"10008289","The London Institute of Banking & Finance","15","15","20","45","10","0","0","10","0","0","0","0","0","55"
"10004112","Loughborough College","5","35","45","80","5","10","5","25","5","0","10","20","0","125"
"10004113","Loughborough University","100","940","460","1,500","95","35","35","160","45","10","40","95","0","1,755"
"10023139","LTE Group","10","25","45","80","10","5","25","35","15","5","15","40","0","155"
"10009612","Luther King House Educational Trust","0","5","0","5","0","0","0","0","0","0","0","0","0","10"
"10004144","Macclesfield College","0","5","0","5","0","0","0","0","5","0","0","5","0","10"
"10004180","The Manchester Metropolitan University","175","1,560","925","2,655","320","55","180","550","275","15","150","440","10","3,655"
"10007798","The University of Manchester","120","2,095","675","2,895","180","30","75","285","80","5","70","155","10","3,340"
"10009527","Istituto Marangoni Limited","0","5","10","15","5","0","0","5","5","0","0","5","0","25"
"10023452","The Markfield Institute of Higher Education","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","5","0","0","0","0","0","0","0","0","0","5"
"10020416","Missio Dei","0","0","0","5","0","0","0","0","0","0","0","0","0","5"
"10030776","St Mellitus College","0","55","10","70","0","0","5","5","0","0","0","0","0","75"
"10004320","The Metanoia Institute","5","30","20","55","0","0","5","5","0","0","0","0","0","55"
"10004351","Middlesex University","70","650","310","1,030","100","15","75","190","90","5","40","135","5","1,360"
"10004375","Milton Keynes College","0","10","5","20","0","0","0","5","5","0","0","5","0","30"
"10032277","The Minster Centre","5","5","0","10","0","0","0","0","0","0","0","0","0","10"
"10004340","Mid-Kent College","15","50","15","80","0","5","5","10","0","0","0","5","0","90"
"10004450","Mountview Academy of Theatre Arts","0","10","40","50","5","5","5","10","5","0","5","10","0","70"
"10023777","Mont Rose College of Management and Sciences","10","15","15","40","10","10","35","55","5","10","25","40","0","135"
"10023454","Moorlands College","0","15","15","35","0","0","5","5","0","0","0","5","0","40"
"10003768","Lancaster and Morecambe College","0","0","5","5","0","0","5","5","0","0","0","0","0","10"
"10004442","Moulton College","5","10","5","20","0","10","10","20","5","0","5","5","0","45"
"10004478","Myerscough College","10","15","35","65","5","20","10","35","5","5","0","10","0","110"
"10000216","All Nations Christian College","0","5","0","5","0","0","0","0","0","0","0","0","0","5"
"10004538","Nazarene Theological College","0","5","5","15","0","0","0","0","0","0","0","0","0","15"
"10004552","Nelson and Colne College","0","5","5","15","0","5","0","5","0","0","0","5","0","20"
"10004576","New College Durham","10","65","40","115","10","5","10","25","15","5","10","30","0","175"
"10006963","New City College","5","0","0","5","0","0","0","5","0","5","5","10","0","20"
"10030129","Nelson College London Ltd","10","0","5","15","5","10","15","30","10","20","20","45","5","95"
"10004686","North East Surrey College of Technology (NESCOT)","0","15","5","25","0","0","5","5","0","0","5","5","0","35"
"10004596","Newbury College","0","5","5","10","0","5","0","5","0","0","0","0","0","15"
"10007799","Newcastle University","95","1,510","560","2,165","160","15","70","245","100","5","80","185","5","2,595"
"10004599","NCG","20","85","65","170","15","15","30","65","30","5","30","65","0","300"
"10004607","Newham College of Further Education","0","5","5","10","0","0","5","5","0","0","5","5","0","20"
"10048199","New College of the Humanities","0","5","0","5","0","0","0","0","0","0","0","0","0","10"
"10007832","Newman University","15","200","60","270","15","0","45","65","20","0","10","25","0","360"
"10045289","St Nicholas Montessori Training Limited","0","5","0","5","0","0","0","0","0","0","0","0","0","5"
"10004721","North Kent College","0","10","5","15","0","0","0","5","0","0","5","5","0","25"
"10008397","Norland College","0","0","0","0","0","0","50","50","0","0","0","0","0","50"
"10007138","The University of Northampton","70","625","250","950","95","15","115","225","65","5","40","110","5","1,290"
"10020372","Northern Regional College","20","40","45","100","40","15","35","85","10","0","10","20","0","210"
"10007011","Northampton College","0","0","5","5","0","0","0","0","0","0","0","0","0","10"
"10001503","The Northern School of Art","0","5","15","20","0","5","10","15","10","0","10","20","0","55"
"10004772","City College Norwich","0","30","35","65","5","5","20","30","0","0","5","5","0","100"
"10004577","Nottingham College","10","25","30","65","5","20","15","35","10","5","15","35","0","135"
"10009614","Grŵp NPTC Group","0","5","0","10","0","0","0","0","0","0","0","0","0","10"
"10004740","Northern College of Acupuncture","0","15","0","20","0","0","0","0","0","0","0","0","0","20"
"10001282","University of Northumbria at Newcastle","170","1,495","615","2,280","185","30","90","305","130","15","100","250","10","2,845"
"10004775","Norwich University of the Arts","10","80","70","155","20","10","10","45","50","0","20","70","0","270"
"10004579","New College Swindon","5","5","5","10","0","0","15","15","5","0","0","5","0","30"
"10007154","University of Nottingham","100","2,330","700","3,135","190","25","80","295","70","10","70","155","20","3,600"
"10004797","The Nottingham Trent University","145","1,360","1,105","2,610","305","55","185","545","230","20","130","375","10","3,540"
"10004718","North Warwickshire and South Leicestershire College","5","10","10","20","0","5","0","5","5","0","5","10","0","40"
"10020634","North West Regional College","10","20","35","70","15","5","40","65","15","0","10","25","0","160"
"10010227","Oak Hill College","0","30","5","30","0","0","0","0","0","0","0","0","0","35"
"10004835","Oaklands College","0","20","10","30","0","5","0","5","0","0","0","0","0","35"
"10006770","The Oldham College","5","25","20","45","5","0","30","35","5","0","5","15","0","95"
"10007773","The Open University","460","1,480","845","2,785","385","95","355","835","120","30","60","210","20","3,850"
"10004930","Oxford Brookes University","105","945","425","1,475","125","40","105","270","60","5","60","125","5","1,875"
"10020439","Oxford Business College","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10007774","The University of Oxford","120","1,400","310","1,830","50","10","30","90","10","0","10","20","10","1,950"
"10006243","St Patrick's International College","5","0","5","5","10","0","20","30","0","5","5","15","0","50"
"10042570","Pearson College","10","10","20","40","0","0","0","0","0","0","0","0","0","45"
"10007063","Truro and Penwith College","0","15","25","40","5","0","25","35","10","0","10","20","0","95"
"10005072","Peter Symonds College","5","20","20","40","5","0","10","15","0","0","0","0","0","55"
