﻿Title:,"Table 22 - Standard occupational classification of graduates entering work in the UK by provider"
Subtitle:,"Academic years 2017/18 to 2022/23"
Reference ID:,DT072 Table 22
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/graduates/table-22
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/graduates/table-22.zip
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2025
Filters:,Country of provider,All 
,Permanent address,All 
,Level of qualification,All 
,Mode of former study,All 
,Work type marker,All 
,Academic year,2018/19 
Search:,


"UKPRN","Provider Name","Managers, directors and senior officials","Professional occupations","Associate professional occupations","Total high skilled","Administrative and secretarial occupations","Skilled trades occupations","Caring, leisure and other service occupations","Total medium skilled","Sales and customer service occupations","Process, plant and machine operatives","Elementary occupations","Total low skilled","Unknown","Total"
"10006442","Birmingham Metropolitan College","0","15","10","25","0","5","0","10","5","0","5","5","0","40"
"10007140","Birmingham City University","120","1,505","495","2,115","155","35","100","295","195","15","105","315","10","2,735"
"10006840","The University of Birmingham","250","2,305","605","3,160","190","20","115","320","115","10","85","210","10","3,700"
"10000712","University College Birmingham","35","80","75","190","45","45","80","170","55","5","60","125","0","485"
"10000720","Bishop Auckland College","0","0","5","10","0","10","0","10","0","0","0","5","0","25"
"10000894","Bristol Baptist College","0","5","5","10","0","0","0","0","0","0","0","0","0","10"
"10000721","Bishop Burton College","5","10","5","15","5","5","15","20","10","0","10","20","0","60"
"10007811","Bishop Grosseteste University","10","270","30","310","5","0","50","55","10","0","10","25","0","390"
"10000747","Blackburn College","10","25","55","90","10","10","45","65","10","5","10","25","0","180"
"10000754","Blackpool and the Fylde College","15","80","90","180","15","20","40","75","20","5","15","40","0","295"
"10004061","Bloomsbury Institute","10","5","5","15","5","0","5","10","5","5","0","10","0","40"
"10000794","Bolton College","0","5","10","15","0","0","0","5","0","0","5","5","0","25"
"10006841","The University of Bolton","15","220","130","365","15","5","70","90","40","5","30","75","0","530"
"10000812","Boston College","0","5","10","15","5","0","15","20","5","0","0","5","0","40"
"10000385","The Arts University Bournemouth","15","90","130","235","20","30","25","75","45","10","45","100","5","415"
"10000820","The Bournemouth and Poole College","0","15","5","25","0","0","0","0","5","0","0","10","0","35"
"10000824","Bournemouth University","75","815","455","1,345","110","20","70","200","105","10","80","195","5","1,745"
"10031982","BPP University","30","1,215","105","1,350","40","0","10","50","15","5","10","30","5","1,435"
"10007785","The University of Bradford","50","450","95","590","45","5","50","105","55","5","10","70","5","770"
"10000840","Bradford College","5","85","30","120","5","10","15","30","25","0","10","35","0","185"
"10000833","Bracknell and Wokingham College","0","0","0","5","0","0","0","0","0","0","0","0","0","5"
"10000886","The University of Brighton","90","1,320","430","1,840","140","35","100","275","120","10","75","205","5","2,325"
"10004736","Greater Brighton Metropolitan College","5","10","5","20","0","5","5","10","10","0","5","15","0","50"
"10000936","The University College of Osteopathy","5","55","5","60","0","0","0","5","0","0","0","0","0","65"
"10001467","City of Bristol College","0","15","15","30","0","5","10","15","5","0","0","10","0","55"
"10007786","The University of Bristol","90","1,615","510","2,215","145","15","80","240","75","5","70","145","10","2,610"
"10000878","Bridgwater and Taunton College","10","35","30","75","5","15","10","30","5","0","5","10","0","115"
"10023464","Trinity College Bristol","0","25","5","30","0","0","0","0","0","0","0","0","0","30"
"10000944","Brockenhurst College","0","5","0","10","0","0","5","5","0","0","0","0","0","15"
"10000948","Bromley College of Further and Higher Education","0","0","5","5","0","0","10","10","0","0","0","0","0","15"
"10000952","BMC (Brooksby Melton College)","0","5","5","15","5","0","10","10","5","0","0","5","0","30"
"10000961","Brunel University London","65","645","220","930","95","10","60","170","95","10","40","145","5","1,245"
"10000975","Buckinghamshire New University","55","520","190","765","55","10","85","150","65","10","35","110","5","1,035"
"10007787","The University of Buckingham","20","365","35","420","10","0","5","15","0","0","0","5","0","440"
"10001004","Burton and South Derbyshire College","0","5","5","5","0","0","0","0","0","0","0","0","0","5"
"10001000","Burnley College","0","20","5","25","5","5","5","15","0","0","0","5","0","50"
"10001005","Bury College","0","10","5","15","0","0","5","10","0","0","0","0","0","25"
"10022021","UK College of Business and Computing","5","0","5","10","5","5","5","15","5","5","10","20","0","45"
"10001093","Calderdale College","0","5","5","15","0","0","5","10","5","0","0","5","0","25"
"10010308","Cambridge Arts and Sciences Limited","0","0","5","5","0","0","0","0","0","0","0","0","0","10"
"10001116","Cambridge Regional College","0","15","10","25","0","5","0","5","5","0","5","10","0","40"
"10007788","The University of Cambridge","150","1,595","325","2,070","55","5","20","80","15","0","20","30","5","2,185"
"10032072","The Cambridge Theological Federation","0","5","0","5","0","0","0","0","0","0","0","0","0","5"
"10003324","The Institute of Cancer Research","0","25","5","30","0","0","0","0","0","0","0","0","0","30"
"10001143","Canterbury Christ Church University","35","845","245","1,125","80","10","105","190","85","0","40","125","10","1,455"
"10001165","Cardinal Newman Catholic Sixth Form College","0","5","0","5","0","0","0","0","0","0","0","0","0","5"
"10007814","Cardiff University","85","1,815","510","2,410","175","20","75","270","95","5","95","195","5","2,880"
"10007854","Cardiff Metropolitan University","45","430","250","725","65","15","80","160","55","5","55","115","5","1,000"
"10002061","Central Bedfordshire College","0","5","15","20","5","0","10","15","0","5","10","15","0","45"
"10007141","The University of Central Lancashire","90","885","375","1,350","95","30","100","225","145","15","100","255","5","1,835"
"10003564","Kensington and Chelsea College","0","0","0","0","0","0","0","5","0","0","0","0","0","5"
"10001378","Chesterfield College","0","5","5","10","0","0","0","0","0","0","0","0","0","15"
"10007848","University of Chester","85","805","310","1,200","110","10","140","260","115","10","90","215","0","1,675"
"10007817","Chichester College Group","0","10","10","20","0","5","0","10","0","0","5","5","0","35"
"10007137","The University of Chichester","40","325","185","550","55","5","85","145","60","10","50","120","5","815"
"10001386","Chicken Shed Theatre Company","0","0","5","5","0","0","0","5","0","0","0","5","0","10"
"10001546","The College of Integrated Chinese Medicine","0","10","0","10","0","0","0","0","0","0","0","0","0","10"
"10001419","Christie's Education Limited","0","5","5","10","0","0","0","0","0","0","0","0","0","10"
"10005972","Cheshire College South and West","5","20","20","45","0","10","5","15","5","0","5","10","0","65"
"10010213","The City College","0","5","5","10","0","0","5","5","0","0","0","5","0","20"
"10001478","City, University of London","135","1,345","315","1,795","75","10","25","110","50","5","10","60","10","1,975"
"10001535","Colchester Institute","15","40","25","75","5","10","10","30","15","10","20","40","5","150"
"10007912","Cliff College","0","10","10","15","0","0","0","0","0","0","0","0","0","20"
"10003955","The City of Liverpool College","0","25","15","40","0","5","5","10","10","5","5","20","0","70"
"10001653","Conservatoire for Dance and Drama","0","10","80","90","5","10","10","25","10","5","15","25","0","140"
"10007761","Courtauld Institute of Art","0","20","10","30","10","0","0","10","5","0","0","5","0","50"
"10034324","Court Theatre Training Company Ltd","0","0","0","0","0","0","0","0","0","0","5","5","0","5"
"10003010","Coventry College","0","5","5","10","0","0","0","5","0","0","0","0","0","15"
"10001726","Coventry University","140","1,190","585","1,915","170","30","100","300","165","30","120","315","5","2,540"
"10007822","Cranfield University","50","175","60","285","5","0","0","10","5","0","0","5","0","300"
"10001743","Craven College","5","0","5","10","5","5","0","10","10","0","5","15","0","35"
"10006427","University for the Creative Arts","15","100","185","305","40","15","40","95","95","5","50","155","0","555"
"10001696","Cornwall College","10","25","35","70","5","15","20","35","15","0","25","40","0","145"
"10001778","Croydon College","0","5","5","15","0","0","10","10","0","0","0","0","0","30"
"10007842","University of Cumbria","30","670","110","805","15","15","60","95","45","10","55","110","0","1,010"
"10001883","De Montfort University","65","665","460","1,190","180","25","115","320","195","20","120","330","5","1,845"
"10001919","DCG","0","5","5","15","0","0","0","5","0","0","0","0","0","20"
"10007851","University of Derby","120","1,075","430","1,625","110","55","160","325","135","25","105","265","5","2,220"
"10004695","DN Colleges Group","15","70","50","135","5","15","35","55","5","5","10","20","0","215"
"10007924","Dudley College of Technology","0","20","5","25","0","5","5","10","10","0","5","15","0","50"
"10007852","The University of Dundee","40","1,135","190","1,365","65","10","40","120","60","10","60","130","5","1,625"
"10007143","University of Durham","70","1,100","350","1,520","100","5","55","160","40","5","40","85","5","1,770"
"10007789","The University of East Anglia","65","1,240","320","1,625","115","20","70","205","85","15","90","190","10","2,030"
"10007144","The University of East London","70","510","250","835","75","10","120","205","65","15","50","135","5","1,175"
"10032282","The Queen's Foundation for Ecumenical Theological Education","0","10","0","10","0","0","0","0","0","0","0","0","0","10"
"10007823","Edge Hill University","35","910","200","1,140","90","15","155","260","115","10","95","225","5","1,630"
"10007772","Edinburgh Napier University","65","580","270","910","80","25","60","165","90","15","70","175","5","1,250"
"10007790","The University of Edinburgh","80","1,565","430","2,070","105","20","70","190","70","15","65","150","5","2,415"
"10006570","EKC GROUP","5","5","0","5","0","0","5","5","0","0","5","5","0","15"
"10022047","Empire College London Limited","5","5","0","5","0","0","5","5","0","5","5","10","0","25"
"10002126","East Riding College","0","10","10","20","5","0","5","10","5","0","0","5","0","30"
"10007791","The University of Essex","75","560","340","975","110","10","75","200","80","10","60","150","0","1,325"
"10008173","University College of Estate Management","50","220","35","305","5","5","0","10","0","0","0","0","0","315"
"10002130","East Surrey College","0","5","5","10","0","5","0","10","0","0","0","0","0","20"
"10002923","East Sussex College Group","0","10","20","30","5","5","5","10","5","0","0","5","0","50"
"10002370","Exeter College","5","25","20","45","0","5","5","15","5","5","5","15","0","75"
"10007792","The University of Exeter","90","1,395","495","1,980","175","20","80","275","90","10","85","180","5","2,440"
"10008640","Falmouth University","25","155","235","415","35","30","35","100","80","15","80","170","0","690"
"10033187","Fairfield School of Business Ltd","5","0","5","10","5","0","15","20","5","0","10","10","5","45"
"10007928","Fareham College","0","20","5","25","0","5","5","10","0","0","0","0","0","40"
"10002412","Farnborough College of Technology","0","20","10","25","0","0","10","10","5","0","0","5","0","45"
"10045476","Met Film School Limited","5","5","20","25","0","0","0","5","0","0","0","0","0","30"
"10004511","The National Film and Television School","5","25","60","90","5","0","0","5","0","0","0","0","0","95"
"10038763","ForMission Ltd","0","5","10","15","0","0","0","0","0","0","0","5","0","20"
"10002599","Furness College","0","15","10","25","0","5","0","5","0","0","0","5","0","35"
"10022087","Futureworks","0","15","20","35","5","0","0","5","10","0","5","15","0","60"
"10002638","Gateshead College","0","5","5","15","0","15","5","20","5","0","0","5","0","35"
"10007762","Glasgow Caledonian University","55","1,000","230","1,285","90","20","45","155","120","15","45","175","5","1,620"
"10002681","Glasgow School of Art","10","50","90","145","10","5","10","25","10","0","15","25","0","195"
"10007794","The University of Glasgow","50","1,630","315","1,995","130","15","75","220","125","10","105","240","5","2,460"
"10002696","Gloucestershire College","0","15","10","30","5","5","0","10","0","0","0","0","0","40"
"10007145","University of Gloucestershire","60","435","325","820","85","15","90","190","100","10","85","190","5","1,205"
"10007833","Glyndŵr University","35","190","95","320","25","30","50","105","30","5","20","55","0","485"
"10002718","Goldsmiths College","45","425","260","735","65","10","50","125","45","5","40","95","5","955"
"10030408","Gower College Swansea","0","5","0","5","0","0","0","0","0","0","0","0","0","5"
"10002743","Grantham College","0","0","5","5","0","0","0","5","5","0","5","5","0","15"
"10007938","TEC Partnership","5","35","40","75","5","5","20","30","10","5","5","15","0","125"
"10007146","The University of Greenwich","100","1,060","335","1,495","115","15","85","220","85","10","55","150","5","1,870"
"10002815","Guildford College of Further and Higher Education","5","10","10","25","0","0","5","5","0","0","5","5","0","35"
"10007825","Guildhall School of Music and Drama","5","60","55","120","5","5","5","15","0","0","5","5","0","140"
"10002843","Hadlow College","0","0","0","5","0","0","0","0","0","0","0","0","0","5"
"10002852","Halesowen College","0","5","5","10","5","0","0","5","5","0","5","10","0","30"
"10002094","Ealing, Hammersmith & West London College","0","0","0","0","0","0","0","5","0","0","0","0","0","5"
"10002899","Harlow College","0","5","5","10","0","0","0","5","0","0","0","5","0","20"
"10040812","Harper Adams University","75","195","160","425","15","35","15","65","10","10","50","70","0","565"
"10080811","Hartpury University","10","25","70","105","5","5","35","45","10","0","20","35","0","185"
"10005979","Havant and South Downs College","0","10","0","15","0","5","5","10","0","0","0","0","0","25"
"10002935","Havering College of Further and Higher Education","5","35","15","55","0","10","0","15","0","0","0","0","0","70"
"10007193","HCUC","0","0","5","5","0","0","0","0","5","0","5","10","0","20"
"10007289","Heart of Yorkshire Education Group","0","20","15","40","5","0","20","25","10","0","5","15","0","80"
"10003023","Herefordshire, Ludlow and North Shropshire College","0","5","0","5","0","5","0","5","5","0","0","5","0","15"
"10003022","Hereford College of Arts","0","10","10","25","5","5","10","15","10","0","5","15","0","55"
"10007764","Heriot-Watt University","55","420","155","635","40","10","10","60","50","15","35","100","0","795"
"10003035","Hertford Regional College","0","10","0","10","0","0","5","5","0","0","0","5","0","15"
"10007147","University of Hertfordshire","110","1,320","450","1,880","160","35","125","315","165","15","70","255","10","2,460"
"10003128","Holy Cross College","0","5","10","15","0","0","10","10","0","0","0","0","0","25"
"10003146","Hopwood Hall College","0","0","0","0","0","0","5","5","0","0","0","0","0","10"
"10007977","Heart of Worcestershire College","10","20","15","45","75","5","5","85","0","0","5","5","0","135"
"10007148","The University of Huddersfield","75","885","315","1,275","120","30","140","295","135","20","75","230","5","1,805"
"10003193","Hugh Baird College","0","10","15","20","0","0","5","10","10","0","5","10","0","40"
"10003200","Hull College","10","20","25","60","0","0","10","10","5","0","5","15","0","85"
"10007149","The University of Hull","70","825","290","1,185","90","20","100","210","115","10","90","215","5","1,615"
"10003239","ICON College of Technology and Management","15","0","5","20","10","5","25","45","15","15","25","55","0","120"
"10003270","Imperial College of Science, Technology and Medicine","120","1,690","235","2,045","25","5","10","40","10","0","5","15","5","2,100"
"10005077","Inspire Education Group","0","10","5","10","0","5","0","5","0","0","0","0","0","15"
"10035638","Institute of Contemporary Music Performance","5","15","35","55","5","5","5","20","5","0","5","10","0","90"
"10029682","The Islamic College","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10021682","Kaplan Open Learning (Essex) Limited","5","15","10","30","5","0","5","5","0","0","5","5","0","45"
"10007767","Keele University","30","680","170","880","75","5","50","130","55","10","45","110","0","1,120"
"10003566","Kensington College of Business","0","0","0","5","0","0","5","10","5","5","5","10","0","25"
"10003558","Kendal College","0","5","5","10","0","5","5","10","0","0","0","0","0","20"
"10007150","The University of Kent","80","640","420","1,140","165","10","95","270","130","10","85","225","5","1,645"
"10003676","Kingston Maurward College","0","5","0","5","0","0","5","5","0","0","0","0","0","10"
"10003645","King's College London","215","2,205","510","2,930","115","10","65","190","50","5","30","85","5","3,210"
"10003189","Kirklees College","0","10","5","15","0","5","5","15","5","0","0","5","0","35"
"10008325","KLC School of Design","5","5","25","30","0","0","0","0","0","0","0","0","0","35"
"10003678","Kingston University","85","770","320","1,175","85","40","95","220","95","15","45","150","5","1,550"
"10003753","Lakes College West Cumbria","0","15","10","25","0","20","0","20","0","0","0","0","0","50"
"10007768","The University of Lancaster","80","575","265","920","80","0","35","115","60","5","20","90","0","1,125"
"10066551","LCCM AU UK Limited","0","5","5","15","0","0","0","5","0","0","0","0","0","20"
"10003854","Leeds Arts University","5","40","50","95","10","5","5","25","20","5","25","50","0","170"
"10003861","Leeds Beckett University","130","920","565","1,615","170","30","135","335","180","15","110","300","5","2,260"
"10034449","Leeds Conservatoire","5","20","45","75","5","5","5","15","15","5","20","40","0","130"
"10024962","Leeds City College","10","25","20","55","5","0","35","40","15","5","20","40","0","135"
"10003855","Leeds College of Building","5","60","20","80","0","0","0","0","0","0","0","0","0","80"
"10007795","The University of Leeds","130","1,855","815","2,800","190","15","85","290","115","10","110","235","10","3,335"
"10003863","Leeds Trinity University","10","285","90","385","30","5","50","85","35","5","25","65","0","535"
"10003867","Leicester College","5","20","10","40","0","10","20","30","10","10","20","40","0","110"
"10007796","The University of Leicester","80","840","290","1,210","135","5","70","210","105","5","70","180","5","1,605"
"10007500","Wigan and Leigh College","5","30","15","50","0","10","10","15","0","0","0","5","0","70"
"10003928","Lincoln College","0","30","15","45","0","10","5","20","0","0","0","5","0","70"
"10007151","The University of Lincoln","120","700","425","1,240","135","30","130","295","150","15","140","300","5","1,840"
"10003956","Liverpool Hope University","15","410","85","510","65","10","75","150","50","5","35","85","0","745"
"10003957","Liverpool John Moores University","95","1,440","440","1,975","170","30","120","315","200","20","135","355","10","2,655"
"10003945","The Liverpool Institute for Performing Arts","5","10","50","65","5","5","5","15","10","5","15","25","0","110"
"10006842","The University of Liverpool","100","1,240","425","1,765","200","15","90","305","130","5","110","250","5","2,325"
"10003958","Liverpool School of Tropical Medicine","0","70","5","75","0","0","0","0","0","0","0","0","0","75"
"10007820","Grŵp Llandrillo Menai","10","35","30","75","10","5","35","50","15","5","10","30","0","150"
"10007162","University of the Arts, London","75","345","455","880","70","40","45","155","95","5","65","165","10","1,210"
"10013109","London Bridge Business Academy","0","0","0","0","0","0","0","5","0","0","10","10","0","15"
"10007769","London Business School","65","155","35","255","0","0","0","0","0","0","0","0","0","260"
"10030391","London Churchill College Ltd","5","0","0","5","0","0","20","20","5","5","5","15","0","40"
"10007797","University of London (Institutes and activities)","0","10","5","15","0","0","0","5","0","0","0","0","0","20"
"10039082","City and Guilds of London Art School","0","0","5","10","0","5","0","5","0","0","0","0","0","15"
"10023434","London School of Commerce & IT Limited","0","5","5","5","0","0","0","0","0","0","0","0","0","10"
"10015506","The London College","15","15","5","35","10","15","20","45","5","20","25","50","5","140"
"10004048","London Metropolitan University","45","240","155","445","55","10","65","130","35","10","30","70","5","645"
"10032594","London School of Academics Ltd","0","10","5","15","5","0","5","10","5","0","0","5","0","35"
"10004078","London South Bank University","110","1,020","250","1,380","75","25","85","185","60","25","45","135","5","1,705"
"10004063","London School of Economics and Political Science","80","890","205","1,175","40","0","5","45","10","0","5","15","5","1,240"
"10007771","London School of Hygiene and Tropical Medicine","5","120","10","135","0","0","0","0","0","0","0","0","0","135"
"10022285","London School of Management Education","15","10","15","35","5","0","45","45","5","10","10","25","5","115"
"10004075","London School of Theology","0","10","5","20","0","0","0","5","0","0","0","0","0","20"
"10004079","London Studio Centre","0","0","15","20","5","0","5","15","5","0","5","15","0","45"
"10062810","The London School of Architecture","0","0","15","15","0","0","0","0","0","0","0","0","0","15"
"10008289","The London Institute of Banking & Finance","5","5","10","20","0","0","0","5","0","0","0","0","0","25"
"10004035","The Film Education Training Trust Limited","0","0","5","5","0","0","0","0","0","0","0","0","0","5"
"10004112","Loughborough College","10","15","35","60","0","5","5","15","5","0","5","10","0","85"
"10004113","Loughborough University","120","1,045","490","1,655","95","20","35","150","65","10","75","150","0","1,950"
"10023139","LTE Group","10","15","35","60","5","5","30","35","10","0","20","35","0","130"
"10009612","Luther King House Educational Trust","5","5","5","15","0","0","0","0","0","0","0","0","0","15"
"10004144","Macclesfield College","0","5","5","10","0","0","5","5","0","0","0","5","0","20"
"10004180","The Manchester Metropolitan University","150","1,625","915","2,685","270","60","195","525","290","15","215","525","10","3,745"
"10007798","The University of Manchester","120","2,435","645","3,200","180","20","95","295","130","10","100","245","10","3,750"
"10009527","Istituto Marangoni Limited","5","0","10","15","0","0","0","0","0","0","0","0","0","20"
"10023452","The Markfield Institute of Higher Education","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","5","0","5","0","0","0","0","0","0","0","0","0","5"
"10020416","Missio Dei","0","0","0","5","0","0","5","5","0","0","0","0","0","10"
"10030776","St Mellitus College","5","65","10","80","5","0","0","5","0","0","0","0","0","85"
"10004320","The Metanoia Institute","0","5","5","10","0","0","0","0","0","0","0","0","0","10"
"10004344","Middlesbrough College","5","10","10","25","0","10","10","20","0","0","5","5","0","50"
"10004351","Middlesex University","80","550","305","930","100","15","95","205","100","10","40","150","10","1,295"
"10004365","Millennium Performing Arts Ltd","0","0","0","0","0","0","0","0","0","0","0","5","0","5"
"10004375","Milton Keynes College","0","10","10","20","0","5","10","15","0","5","5","10","0","50"
"10032277","The Minster Centre","0","10","0","15","0","0","0","0","0","0","0","0","0","15"
"10004340","Mid-Kent College","10","25","10","40","5","0","0","5","0","0","0","0","0","50"
"10004450","Mountview Academy of Theatre Arts","5","10","25","40","0","0","5","5","5","0","15","20","0","65"
"10023777","Mont Rose College of Management and Sciences","5","5","10","20","10","10","35","55","5","5","20","30","5","105"
"10023454","Moorlands College","0","10","25","35","0","0","5","5","5","0","0","5","0","45"
"10004432","Morley College Limited","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"10004442","Moulton College","5","15","5","25","5","0","5","10","5","0","0","5","0","40"
"10004478","Myerscough College","5","10","35","50","0","15","10","30","5","0","5","15","0","95"
"10000216","All Nations Christian College","0","5","0","5","0","0","0","0","0","0","0","0","0","10"
"10004538","Nazarene Theological College","0","10","5","15","5","0","0","5","0","0","0","0","0","20"
"10004552","Nelson and Colne College","0","10","0","10","0","0","0","5","0","0","0","5","0","20"
"10004576","New College Durham","10","55","45","110","5","5","15","25","10","0","15","25","0","160"
"10006963","New City College","5","5","5","15","0","0","10","15","0","5","0","5","0","30"
"10030129","Nelson College London Ltd","5","0","5","10","5","5","10","15","0","5","5","10","0","40"
"10004686","North East Surrey College of Technology (NESCOT)","0","20","15","35","0","5","10","20","5","0","5","15","0","70"
"10004596","Newbury College","0","10","10","15","0","5","0","5","0","0","0","0","0","20"
"10023456","Newbold College","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10007799","Newcastle University","100","1,600","550","2,250","180","25","90","295","135","10","125","270","5","2,820"
"10004599","NCG","5","40","50","100","5","15","30","50","30","5","15","50","0","200"
"10004607","Newham College of Further Education","0","5","5","10","0","0","5","5","0","0","0","5","0","20"
"10048199","New College of the Humanities","0","5","5","10","0","0","0","0","0","0","0","0","0","10"
"10007832","Newman University","15","215","50","280","20","5","40","65","20","0","5","25","0","365"
"10004690","North Hertfordshire College","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10045289","St Nicholas Montessori Training Limited","0","10","0","10","0","0","0","0","0","0","0","0","0","10"
"10004721","North Kent College","0","0","5","5","0","5","0","5","5","0","5","10","0","25"
"10008397","Norland College","0","0","0","0","0","0","60","60","0","0","0","0","0","60"
"10007138","The University of Northampton","60","710","235","1,005","85","25","130","235","70","15","50","130","5","1,375"
"10020372","Northern Regional College","10","30","50","85","25","5","35","65","15","0","10","25","0","175"
"10007011","Northampton College","0","5","5","10","0","0","0","0","0","0","0","5","0","15"
"10001503","The Northern School of Art","5","0","10","15","5","5","0","10","10","5","10","25","0","50"
"10004772","City College Norwich","0","30","30","60","0","5","10","15","10","0","0","10","0","85"
"10004577","Nottingham College","5","15","15","35","0","5","5","15","5","0","10","10","0","60"
"10009614","Grŵp NPTC Group","0","5","5","5","0","5","0","5","0","0","0","0","0","15"
"10004740","Northern College of Acupuncture","0","10","0","10","0","0","0","0","0","0","0","0","0","10"
"10001282","University of Northumbria at Newcastle","165","1,330","505","2,000","135","30","110","275","140","20","105","265","10","2,545"
"10004775","Norwich University of the Arts","5","75","80","160","10","5","10","25","35","0","25","60","0","245"
"10004579","New College Swindon","0","10","5","15","0","0","5","5","5","0","0","5","0","25"
"10007154","University of Nottingham","110","2,315","700","3,120","170","20","105","295","135","10","95","240","5","3,660"
"10004797","The Nottingham Trent University","155","1,430","1,020","2,610","290","70","275","640","300","25","200","525","15","3,785"
"10004718","North Warwickshire and South Leicestershire College","0","5","10","15","0","0","0","0","10","0","5","15","0","35"
"10020634","North West Regional College","10","15","30","55","10","10","30","50","15","5","10","30","0","135"
"10010227","Oak Hill College","0","20","5","25","0","0","0","0","0","0","0","0","0","25"
"10004835","Oaklands College","0","20","10","35","0","5","0","5","0","0","0","0","0","40"
"10006770","The Oldham College","0","10","10","20","0","0","5","5","5","0","0","5","0","25"
"10007773","The Open University","360","1,315","815","2,495","325","80","315","720","115","45","70","225","10","3,450"
"10023445","ICOM","0","5","0","5","0","0","0","0","0","0","0","0","0","5"
