Provider name,Subject area of degree,Employment and further study,Unknown pattern of further study,Part-time further study,Voluntary or unpaid work,Unknown pattern of employment,"Other including travel, caring for someone or retired",Total with known outcomes,Full-time employment,Unemployed,Part-time employment,Full-time further study
Edge Hill University,17 Business and management,0.11611374407582939,0.0,0.0,0.007898894154818325,0.0,0.04107424960505529,6330,0.6358609794628752,0.04739336492890995,0.10268562401263823,0.03475513428120063
Edge Hill University,19 Language and area studies,0.10436634717784878,0.0,0.0,0.025559105431309903,0.0,0.04472843450479233,4695,0.5804046858359957,0.042598509052183174,0.12673056443024494,0.08093716719914804
Edge Hill University,"20 Historical, philosophical and religious studies",0.10434782608695652,0.0,0.0,0.0,0.0,0.008695652173913044,1150,0.5739130434782609,0.043478260869565216,0.05217391304347826,0.06956521739130435
Edge Hill University,22 Education and teaching,0.06464572680788896,0.0,0.0014609203798392988,0.003652300949598247,0.006574141709276844,0.04547114682249817,27380,0.7109203798392988,0.03560993425858291,0.10482103725346968,0.022644265887509132
Edge Hill University,"24 Media, journalism and communications",0.09795918367346938,0.0,0.0,0.0,0.0,0.04081632653061224,2450,0.5163265306122449,0.07551020408163266,0.18775510204081633,0.05714285714285714
Edge Hill University,"25 Design, and creative and performing arts",0.09967497291440953,0.0,0.0,0.00866738894907909,0.00866738894907909,0.04550379198266522,4615,0.4658721560130011,0.0780065005417118,0.26435536294691225,0.05200433369447454
Edge Hill University,"26 Geography, earth and environmental studies (social sciences)",0.1111111111111111,0.0,0.0,0.0,0.0,0.0,360,0.5,0.05555555555555555,0.0,0.0
Edinburgh Napier University,02 Subjects allied to medicine,0.07789340901923683,0.0,0.0,0.002522863450015768,0.005045726900031536,0.053610848312835066,15855,0.7234310942920215,0.01261431725007884,0.10816777041942605,0.013245033112582781
Edinburgh Napier University,03 Biological and sport sciences,0.09609375,0.0,0.0015625,0.03046875,0.0015625,0.03671875,6400,0.49375,0.0609375,0.1484375,0.1109375
Edinburgh Napier University,04 Psychology,0.12994350282485875,0.0,0.0,0.022598870056497175,0.0,0.022598870056497175,1770,0.5310734463276836,0.025423728813559324,0.11299435028248588,0.11299435028248588
Edinburgh Napier University,05 Veterinary sciences,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,1080,0.75,0.0,0.009259259259259259,0.0
Edinburgh Napier University,10 Engineering and technology,0.09428571428571429,0.0,0.005714285714285714,0.0,0.002857142857142857,0.02857142857142857,7000,0.6828571428571428,0.055714285714285716,0.035,0.07428571428571429
Edinburgh Napier University,11 Computing,0.10008481764206956,0.0,0.0,0.002544529262086514,0.0,0.029686174724342665,11790,0.6772688719253604,0.05767599660729432,0.08651399491094147,0.03095843935538592
Edinburgh Napier University,"13 Architecture, building and planning",0.09337676438653637,0.0,0.0,0.0,0.0,0.023887079261672096,4605,0.7209554831704669,0.04343105320304017,0.05537459283387622,0.03040173724212812
Edinburgh Napier University,15 Social sciences,0.11096433289299867,0.0,0.0,0.0,0.0,0.052840158520475564,3785,0.6261558784676354,0.034346103038309116,0.095112285336856,0.07397622192866579
Edinburgh Napier University,16 Law,0.16393442622950818,0.0,0.0,0.0,0.0,0.03278688524590164,1220,0.5409836065573771,0.04918032786885246,0.0860655737704918,0.09836065573770492
Edinburgh Napier University,17 Business and management,0.0890625,0.0,0.0013392857142857143,0.008928571428571428,0.004910714285714286,0.046875,22400,0.6756696428571428,0.05848214285714286,0.07142857142857142,0.03504464285714286
Edinburgh Napier University,19 Language and area studies,0.13064133016627077,0.0,0.0,0.0,0.0,0.03800475059382423,2105,0.4346793349168646,0.03800475059382423,0.23515439429928742,0.07600950118764846
Edinburgh Napier University,23 Combined and general studies,0.0,0.0,0.0,0.0,0.0,0.0,1150,0.7434782608695653,0.0,0.1391304347826087,0.0
Edinburgh Napier University,"24 Media, journalism and communications",0.058577405857740586,0.0,0.0,0.0,0.0,0.016736401673640166,2390,0.5899581589958159,0.058577405857740586,0.20502092050209206,0.03347280334728033
Edinburgh Napier University,"25 Design, and creative and performing arts",0.09598031173092698,0.0,0.0,0.003281378178835111,0.0,0.034454470877768664,6095,0.5225594749794914,0.04101722723543889,0.24938474159146842,0.03281378178835111
The University of Edinburgh,01 Medicine and dentistry,0.13509749303621169,0.0,0.0,0.0,0.0,0.023676880222841225,10770,0.7613741875580315,0.0,0.0436397400185701,0.02135561745589601
The University of Edinburgh,02 Subjects allied to medicine,0.1250720461095101,0.0,0.0,0.012680115273775217,0.0,0.043227665706051875,8675,0.49971181556195965,0.03342939481268011,0.08876080691642652,0.17752161383285303
The University of Edinburgh,03 Biological and sport sciences,0.1014142807864781,0.0,0.002069679199724043,0.015177647464642981,0.0013797861331493618,0.05691617799241118,14495,0.4605036219385995,0.048292514660227666,0.055881338392549156,0.2445670921007244
The University of Edinburgh,04 Psychology,0.12721712538226299,0.0,0.004892966360856269,0.01345565749235474,0.0,0.047706422018348627,8175,0.5577981651376147,0.04892966360856269,0.07522935779816514,0.10642201834862386
The University of Edinburgh,05 Veterinary sciences,0.04207573632538569,0.0,0.0,0.0,0.0,0.03927068723702665,3565,0.8681626928471248,0.011220196353436185,0.008415147265077139,0.0
The University of Edinburgh,"06 Agriculture, food and related studies",0.07427055702917772,0.0,0.0,0.0,0.0,0.03183023872679045,1885,0.583554376657825,0.042440318302387266,0.10079575596816977,0.03713527851458886
The University of Edinburgh,07 Physical sciences,0.10324825986078887,0.0,0.0,0.0,0.0,0.048723897911832945,8620,0.5400232018561485,0.04524361948955916,0.03596287703016241,0.21925754060324826
The University of Edinburgh,09 Mathematical sciences,0.09503239740820735,0.0,0.0,0.0028797696184305254,0.0,0.04607631389488841,6945,0.5845932325413967,0.06551475881929446,0.047516198704103674,0.15406767458603313
The University of Edinburgh,10 Engineering and technology,0.08888003188521323,0.0,0.0023913909924272616,0.0,0.0,0.03427660422479075,12545,0.6787564766839378,0.04703068951773615,0.02869669190912714,0.11199681147867677
The University of Edinburgh,11 Computing,0.09757118927973199,0.0,0.0,0.0016750418760469012,0.0033500837520938024,0.028894472361809045,11940,0.678391959798995,0.02680067001675042,0.027219430485762145,0.12018425460636516
The University of Edinburgh,"13 Architecture, building and planning",0.11882845188284519,0.0,0.0,0.0033472803347280333,0.013389121338912133,0.052719665271966525,5975,0.6192468619246861,0.021757322175732216,0.07029288702928871,0.08702928870292886
The University of Edinburgh,"26 Geography, earth and environmental studies (natural sciences)",0.08734939759036145,0.0,0.0,0.009036144578313253,0.0,0.04743975903614458,6640,0.6295180722891566,0.04442771084337349,0.05948795180722891,0.09864457831325302
The University of Edinburgh,15 Social sciences,0.09861932938856016,0.0,0.004821389436774052,0.015779092702169626,0.005259697567389875,0.0497479728248959,22815,0.6278763971071664,0.05325443786982249,0.05960990576375192,0.08262108262108261
The University of Edinburgh,16 Law,0.09910610182666149,0.0,0.002331908278274388,0.00777302759424796,0.004663816556548776,0.04858142246404975,12865,0.6482705013602799,0.04974737660318694,0.059075009716284495,0.07500971628449281
The University of Edinburgh,17 Business and management,0.09473023839397741,0.0,0.0012547051442910915,0.002509410288582183,0.010037641154328732,0.022271016311166875,15940,0.7349435382685069,0.04673776662484316,0.04109159347553325,0.035759096612296114
The University of Edinburgh,19 Language and area studies,0.10641247833622183,0.0,0.0,0.017677642980935875,0.005545927209705373,0.05164644714038128,14425,0.4932409012131716,0.07729636048526863,0.13968804159445408,0.11091854419410745
The University of Edinburgh,"20 Historical, philosophical and religious studies",0.11874513870884107,0.0,0.007259528130671506,0.017630282603059374,0.005703914959813326,0.06015037593984962,19285,0.49961109670728543,0.06378014000518538,0.11744879439979258,0.10811511537464351
The University of Edinburgh,22 Education and teaching,0.06198979591836735,0.0,0.0020408163265306124,0.006122448979591836,0.00510204081632653,0.036989795918367346,19600,0.7260204081632653,0.04846938775510204,0.09183673469387756,0.014285714285714285
The University of Edinburgh,23 Combined and general studies,0.07075471698113207,0.0,0.0,0.02830188679245283,0.0,0.10377358490566038,2120,0.4481132075471698,0.04716981132075472,0.09433962264150944,0.12735849056603774
The University of Edinburgh,"24 Media, journalism and communications",0.048484848484848485,0.0,0.0,0.0,0.0,0.0,1650,0.6363636363636364,0.07272727272727272,0.06060606060606061,0.07272727272727272
The University of Edinburgh,"25 Design, and creative and performing arts",0.07688200747463962,0.0,0.002135611318739989,0.011745862253069941,0.006406833956219968,0.041110517885744796,9365,0.48852108916177256,0.06567004805125468,0.25360384410037373,0.04378003203416978
The University of Edinburgh,"26 Geography, earth and environmental studies (social sciences)",0.07075471698113207,0.0,0.0,0.018867924528301886,0.0,0.07547169811320754,2120,0.5849056603773585,0.09433962264150944,0.0660377358490566,0.07547169811320754
EKC GROUP,02 Subjects allied to medicine,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.5,0.0
EKC GROUP,03 Biological and sport sciences,0.0,0.0,0.0,0.0,0.0,0.0,340,0.17647058823529413,0.17647058823529413,0.23529411764705882,0.11764705882352941
EKC GROUP,10 Engineering and technology,0.0,0.0,0.0,0.0,0.0,0.0,80,0.5,0.0,0.0,0.0
EKC GROUP,11 Computing,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,240,0.25,0.0,0.0,0.0
EKC GROUP,"13 Architecture, building and planning",0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0
EKC GROUP,15 Social sciences,0.0,0.0,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0
EKC GROUP,"25 Design, and creative and performing arts",0.0,0.0,0.0,0.0,0.0,0.0,180,0.5555555555555556,0.0,0.3333333333333333,0.0
Eastleigh College,10 Engineering and technology,0.0,0.0,0.0,0.0,0.0,0.0,40,0.5,0.0,0.0,0.0
Eastleigh College,11 Computing,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,1.0,0.0,0.0
Eastleigh College,"13 Architecture, building and planning",0.0,0.0,0.0,0.0,0.0,0.0,40,0.5,0.0,0.0,0.0
Eastleigh College,"25 Design, and creative and performing arts",0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0
Empire College London Limited,17 Business and management,0.18627450980392157,0.0,0.029411764705882353,0.0,0.0,0.17647058823529413,2040,0.21568627450980393,0.08823529411764706,0.22549019607843138,0.09803921568627451
Empire College London Limited,22 Education and teaching,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,540,0.37037037037037035,0.07407407407407407,0.14814814814814814,0.0
East Riding College,03 Biological and sport sciences,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,1.0,0.0
East Riding College,10 Engineering and technology,0.0,0.0,0.0,0.0,0.0,0.0,110,0.36363636363636365,0.0,0.0,0.0
East Riding College,11 Computing,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0
East Riding College,15 Social sciences,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0
East Riding College,22 Education and teaching,0.11290322580645161,0.0,0.0,0.0,0.0,0.008064516129032258,620,0.6129032258064516,0.0,0.08870967741935484,0.0
East Riding College,"25 Design, and creative and performing arts",0.0,0.0,0.0,0.0,0.0,0.0,120,0.3333333333333333,0.0,0.3333333333333333,0.0
The University of Essex,02 Subjects allied to medicine,0.09204152249134948,0.0,0.0,0.0,0.005536332179930796,0.04982698961937716,14450,0.7038062283737024,0.01833910034602076,0.09134948096885813,0.03044982698961938
The University of Essex,03 Biological and sport sciences,0.126953125,0.0,0.0,0.015625,0.0,0.040364583333333336,7680,0.4557291666666667,0.0625,0.10221354166666667,0.17317708333333334
The University of Essex,04 Psychology,0.16893260052068268,0.0,0.017066820943014174,0.019091698004049754,0.0017356089094590686,0.06682094301417414,17285,0.46890367370552505,0.03471217818918137,0.16285796933757593,0.05929997107318484
The University of Essex,"06 Agriculture, food and related studies",0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0
The University of Essex,07 Physical sciences,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0
The University of Essex,09 Mathematical sciences,0.10362694300518134,0.0,0.0,0.0,0.0,0.06217616580310881,2895,0.5716753022452504,0.10189982728842832,0.06217616580310881,0.06217616580310881
The University of Essex,10 Engineering and technology,0.11691884456671252,0.0,0.0,0.0,0.0,0.033012379642365884,3635,0.5763411279229711,0.07290233837689133,0.08528198074277854,0.08665749656121045
The University of Essex,11 Computing,0.11964980544747082,0.0,0.0,0.0,0.0038910505836575876,0.04085603112840467,5140,0.5992217898832685,0.06712062256809338,0.06809338521400778,0.07782101167315175
The University of Essex,15 Social sciences,0.11916376306620209,0.0,0.008362369337979094,0.013472706155632985,0.005574912891986063,0.04645760743321719,21525,0.5265969802555168,0.08478513356562137,0.08989547038327526,0.10011614401858304
The University of Essex,16 Law,0.15123925139099645,0.0,0.009610520991401113,0.028831562974203338,0.006069802731411229,0.048558421851289835,9885,0.4006069802731411,0.07334344967121902,0.07283763277693475,0.19676277187658067
The University of Essex,17 Business and management,0.12445278298936835,0.0,0.0050031269543464665,0.006253908692933083,0.0075046904315197,0.04534083802376485,15990,0.5687929956222639,0.08317698561601,0.08911819887429644,0.06722951844903065
The University of Essex,19 Language and area studies,0.11544117647058824,0.0,0.0,0.014705882352941176,0.0,0.05588235294117647,6800,0.4551470588235294,0.0838235294117647,0.15,0.11323529411764706
The University of Essex,"20 Historical, philosophical and religious studies",0.1456953642384106,0.0,0.004415011037527594,0.00772626931567329,0.0,0.052980132450331126,4530,0.4271523178807947,0.0695364238410596,0.13134657836644592,0.12141280353200883
The University of Essex,22 Education and teaching,0.14814814814814814,0.0,0.0,0.0,0.0,0.0,405,0.41975308641975306,0.0,0.09876543209876543,0.0
The University of Essex,23 Combined and general studies,0.09491525423728814,0.0,0.0,0.0,0.0,0.020338983050847456,1475,0.6305084745762712,0.0,0.08813559322033898,0.0
The University of Essex,"24 Media, journalism and communications",0.05161290322580645,0.0,0.0,0.0,0.0,0.025806451612903226,775,0.6193548387096774,0.0,0.14193548387096774,0.0
The University of Essex,"25 Design, and creative and performing arts",0.12696493349455865,0.0,0.0,0.007255139056831923,0.0048367593712212815,0.06287787182587666,8270,0.31983071342200725,0.05078597339782346,0.3542926239419589,0.06287787182587666
University College of Estate Management,10 Engineering and technology,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,240,0.7083333333333334,0.0,0.0,0.0
University College of Estate Management,"13 Architecture, building and planning",0.12655889145496535,0.0,0.003695150115473441,0.0,0.0,0.025404157043879907,10825,0.8004618937644342,0.006466512702078522,0.022170900692840646,0.0
University College of Estate Management,17 Business and management,0.10886742756804214,0.0,0.0,0.0,0.0,0.014047410008779631,5695,0.8217734855136084,0.007023705004389816,0.02633889376646181,0.0
East Surrey College,10 Engineering and technology,0.18823529411764706,0.0,0.0,0.0,0.0,0.0,850,0.7529411764705882,0.0,0.0,0.0
East Surrey College,11 Computing,0.0,0.0,0.0,0.0,0.0,0.0,80,0.0,0.0,0.0,0.0
East Surrey College,"13 Architecture, building and planning",0.2857142857142857,0.0,0.0,0.0,0.0,0.0,420,0.6666666666666666,0.0,0.0,0.0
East Surrey College,17 Business and management,0.0,0.0,0.0,0.0,0.0,0.0,60,0.3333333333333333,0.0,0.0,0.0
East Surrey College,22 Education and teaching,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,230,0.6086956521739131,0.0,0.0,0.0
East Surrey College,"25 Design, and creative and performing arts",0.15384615384615385,0.0,0.0,0.0,0.0,0.07692307692307693,520,0.34615384615384615,0.07692307692307693,0.4230769230769231,0.0
East Sussex College Group,02 Subjects allied to medicine,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,390,0.15384615384615385,0.0,0.2564102564102564,0.0
East Sussex College Group,03 Biological and sport sciences,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0
East Sussex College Group,10 Engineering and technology,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,370,0.5675675675675675,0.0,0.0,0.0
East Sussex College Group,11 Computing,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,360,0.4722222222222222,0.0,0.2222222222222222,0.0
East Sussex College Group,15 Social sciences,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0
East Sussex College Group,17 Business and management,0.1,0.0,0.0,0.04,0.0,0.17333333333333334,1500,0.29333333333333333,0.06666666666666667,0.21333333333333335,0.0
East Sussex College Group,"25 Design, and creative and performing arts",0.03125,0.0,0.0,0.0,0.0,0.125,1280,0.3125,0.078125,0.375,0.0
Exeter College,02 Subjects allied to medicine,0.0,0.0,0.0,0.0,0.0,0.0,380,0.5263157894736842,0.05263157894736842,0.10526315789473684,0.0
Exeter College,03 Biological and sport sciences,0.0,0.0,0.0,0.0,0.0,0.0,140,0.0,0.0,0.2857142857142857,0.0
Exeter College,10 Engineering and technology,0.24719101123595505,0.0,0.0,0.0,0.0,0.0,890,0.6067415730337079,0.0,0.0,0.0
Exeter College,11 Computing,0.0,0.0,0.0,0.0,0.0,0.04878048780487805,410,0.34146341463414637,0.0975609756097561,0.1951219512195122,0.0
Exeter College,"13 Architecture, building and planning",0.0,0.0,0.0,0.0,0.0,0.0,250,0.8,0.0,0.0,0.0
Exeter College,15 Social sciences,0.0,0.0,0.0,0.0,0.0,0.0,280,0.42857142857142855,0.0,0.0,0.0
Exeter College,17 Business and management,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,440,0.5,0.0,0.22727272727272727,0.09090909090909091
Exeter College,22 Education and teaching,0.0,0.0,0.0,0.0,0.0,0.0,575,0.6,0.0,0.034782608695652174,0.0
Exeter College,"24 Media, journalism and communications",0.0,0.0,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0
Exeter College,"25 Design, and creative and performing arts",0.017857142857142856,0.0,0.0,0.0,0.0,0.07142857142857142,560,0.21428571428571427,0.0,0.39285714285714285,0.0
The University of Exeter,01 Medicine and dentistry,0.14849785407725322,0.0,0.0,0.0,0.0,0.027467811158798282,5825,0.7227467811158799,0.0068669527896995704,0.06351931330472103,0.013733905579399141
The University of Exeter,02 Subjects allied to medicine,0.1429572529782761,0.0,0.0,0.008409250175192713,0.0,0.051156271899089,7135,0.49474421864050455,0.03363700070077085,0.07288016818500351,0.204625087596356
The University of Exeter,03 Biological and sport sciences,0.10638881272278586,0.0,0.004387167534960241,0.032081162599396765,0.0010967918837400603,0.04853304085549767,18235,0.48039484507814645,0.05895256375102824,0.08856594461200987,0.17768028516588977
The University of Exeter,04 Psychology,0.12320200125078173,0.0,0.0012507817385866166,0.00375234521575985,0.0025015634771732333,0.059724828017510945,15990,0.610381488430269,0.026579111944965605,0.11100687929956222,0.05315822388993121
The University of Exeter,07 Physical sciences,0.0914396887159533,0.0,0.0,0.0,0.0,0.054474708171206226,5140,0.5797665369649806,0.06420233463035019,0.03988326848249027,0.1556420233463035
The University of Exeter,09 Mathematical sciences,0.14814814814814814,0.0,0.0,0.005925925925925926,0.0,0.037037037037037035,6750,0.5814814814814815,0.056296296296296296,0.06814814814814815,0.09481481481481481
The University of Exeter,10 Engineering and technology,0.0679563492063492,0.0,0.0,0.004464285714285714,0.003968253968253968,0.041666666666666664,10080,0.7058531746031746,0.05952380952380952,0.040674603174603176,0.06448412698412699
The University of Exeter,11 Computing,0.07004830917874397,0.0,0.0,0.0,0.0,0.014492753623188406,4140,0.7729468599033816,0.03743961352657005,0.03985507246376811,0.05314009661835749
The University of Exeter,"26 Geography, earth and environmental studies (natural sciences)",0.10064412238325282,0.0,0.0,0.00644122383252818,0.0,0.04669887278582931,6210,0.6086956521739131,0.05636070853462158,0.061191626409017714,0.11835748792270531
The University of Exeter,15 Social sciences,0.13055610922862268,0.0,0.00518237990831174,0.010564082120789317,0.004783735299980068,0.04823599760813235,25085,0.5870041857683875,0.06318517042057006,0.04405022922064979,0.10225234203707395
The University of Exeter,16 Law,0.1342090234151913,0.0,0.004568817818389492,0.014848657909765849,0.0,0.05539691604797259,8755,0.46145059965733864,0.06510565391205025,0.04911479154768703,0.19988577955454026
The University of Exeter,17 Business and management,0.09425147267926061,0.0,0.0008125126955108674,0.004062563477554337,0.010562665041641276,0.0410318911232988,24615,0.6955108673573025,0.05707901685963843,0.03717245581962218,0.051594556164940075
The University of Exeter,19 Language and area studies,0.11023266320307205,0.0018070928393946238,0.008583690987124463,0.025299299751524736,0.007228371357578495,0.10323017845041789,22135,0.3882990738649198,0.07770499209396883,0.09758301332730969,0.17551389202620285
The University of Exeter,"20 Historical, philosophical and religious studies",0.11549881235154394,0.0,0.008907363420427554,0.022862232779097387,0.0023752969121140144,0.062351543942992874,16840,0.48931116389548696,0.060570071258907364,0.09649643705463183,0.13687648456057008
The University of Exeter,22 Education and teaching,0.07307459066100667,0.0,0.0,0.002425712553062462,0.002425712553062462,0.04487568223165555,16490,0.7431776834445118,0.019405700424499697,0.09702850212249849,0.01637355973317162
The University of Exeter,23 Combined and general studies,0.13733905579399142,0.0,0.0,0.008583690987124463,0.0,0.05150214592274678,4660,0.5450643776824035,0.04721030042918455,0.07939914163090128,0.12446351931330472
The University of Exeter,"25 Design, and creative and performing arts",0.12461059190031153,0.0,0.0,0.018691588785046728,0.0,0.037383177570093455,3210,0.46417445482866043,0.037383177570093455,0.18847352024922118,0.08722741433021806
The University of Exeter,"26 Geography, earth and environmental studies (social sciences)",0.10301263362487852,0.0,0.0,0.011661807580174927,0.0,0.06997084548104957,5145,0.5578231292517006,0.05830903790087463,0.07871720116618076,0.11078717201166181
Falmouth University,11 Computing,0.09245742092457421,0.0,0.0,0.0,0.0,0.038929440389294405,4110,0.46715328467153283,0.07907542579075426,0.2737226277372263,0.014598540145985401
Falmouth University,"13 Architecture, building and planning",0.05555555555555555,0.0,0.0,0.0,0.0,0.0,360,0.5277777777777778,0.0,0.05555555555555555,0.0
Falmouth University,17 Business and management,0.06156552330694811,0.0,0.0,0.0,0.0,0.0316622691292876,5685,0.6974494283201407,0.051011433597185574,0.13544415127528583,0.0
Falmouth University,19 Language and area studies,0.0985691573926868,0.0,0.0,0.019077901430842606,0.0,0.07154213036565978,3145,0.43879173290937995,0.05087440381558029,0.26073131955484896,0.0397456279809221
Falmouth University,22 Education and teaching,0.1935483870967742,0.0,0.0,0.0,0.0,0.06451612903225806,1240,0.5483870967741935,0.0,0.25806451612903225,0.0
Falmouth University,"24 Media, journalism and communications",0.08076009501187649,0.0,0.0,0.0,0.004750593824228029,0.03800475059382423,4210,0.5249406175771971,0.06769596199524941,0.23871733966745842,0.028503562945368172
Falmouth University,"25 Design, and creative and performing arts",0.08049976277083663,0.0,0.00537719436976119,0.018820180294164164,0.00759133322789815,0.05124149928831251,31615,0.44978649375296537,0.06800569349992093,0.29321524592756604,0.025620749644156254
Fairfield School of Business Ltd,17 Business and management,0.09523809523809523,0.0,0.0,0.009523809523809525,0.0,0.2571428571428571,2100,0.23809523809523808,0.14285714285714285,0.20952380952380953,0.05714285714285714
Fareham College,10 Engineering and technology,0.20224719101123595,0.0,0.0,0.0,0.0,0.0,890,0.7303370786516854,0.0,0.0,0.0
Fareham College,22 Education and teaching,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,580,0.6206896551724138,0.0,0.06896551724137931,0.0
Farnborough College of Technology,03 Biological and sport sciences,0.25,0.0,0.0,0.0,0.0,0.0,160,0.875,0.0,0.0,0.0
Farnborough College of Technology,04 Psychology,0.0,0.0,0.0,0.0,0.0,0.0,240,0.25,0.0,0.0,0.0
Farnborough College of Technology,10 Engineering and technology,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,290,0.41379310344827586,0.0,0.06896551724137931,0.0
Farnborough College of Technology,11 Computing,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,480,0.25,0.20833333333333334,0.16666666666666666,0.08333333333333333
Farnborough College of Technology,15 Social sciences,0.1,0.0,0.0,0.0,0.0,0.03333333333333333,600,0.4,0.0,0.13333333333333333,0.06666666666666667
Farnborough College of Technology,17 Business and management,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,300,0.5333333333333333,0.0,0.0,0.0
Farnborough College of Technology,22 Education and teaching,0.125,0.0,0.0,0.0,0.0,0.09375,1280,0.5390625,0.0,0.125,0.0625
Farnborough College of Technology,"25 Design, and creative and performing arts",0.08333333333333333,0.0,0.0,0.0,0.0,0.0,480,0.5833333333333334,0.0,0.3333333333333333,0.0
Met Film School Limited,"25 Design, and creative and performing arts",0.04050632911392405,0.0,0.0,0.005063291139240506,0.017721518987341773,0.020253164556962026,3950,0.5012658227848101,0.0759493670886076,0.2607594936708861,0.0
The National Film and Television School,11 Computing,0.0,0.0,0.0,0.0,0.0,0.0,280,0.7142857142857143,0.0,0.0,0.0
The National Film and Television School,"24 Media, journalism and communications",0.022727272727272728,0.0,0.0,0.0,0.045454545454545456,0.022727272727272728,1760,0.6136363636363636,0.045454545454545456,0.19318181818181818,0.0
ForMission Ltd,"20 Historical, philosophical and religious studies",0.0425531914893617,0.0,0.0,0.010638297872340425,0.0,0.13829787234042554,940,0.2978723404255319,0.0,0.24468085106382978,0.0
Furness College,02 Subjects allied to medicine,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0
Furness College,10 Engineering and technology,0.17333333333333334,0.0,0.0,0.0,0.0,0.0,1500,0.8266666666666667,0.0,0.0,0.0
Furness College,11 Computing,0.0,0.0,0.0,0.0,0.0,0.0,230,0.6086956521739131,0.0,0.13043478260869565,0.0
Furness College,"13 Architecture, building and planning",0.0,0.0,0.0,0.0,0.0,0.0,80,0.0,0.0,0.0,0.0
Furness College,15 Social sciences,0.125,0.0,0.0,0.0,0.0,0.0,320,0.4375,0.0,0.0,0.0
Furness College,17 Business and management,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,280,0.7142857142857143,0.0,0.0,0.0
Furness College,22 Education and teaching,0.0,0.0,0.0,0.0,0.0,0.0,215,0.5116279069767442,0.0,0.0,0.0
Futureworks,"24 Media, journalism and communications",0.25,0.0,0.0,0.0,0.0,0.0,160,0.25,0.0,0.25,0.0
Futureworks,"25 Design, and creative and performing arts",0.09259259259259259,0.0,0.0,0.0,0.0,0.027777777777777776,2160,0.4722222222222222,0.07407407407407407,0.3148148148148148,0.0
Gateshead College,10 Engineering and technology,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,700,0.6571428571428571,0.0,0.0,0.0
Gateshead College,11 Computing,0.0,0.0,0.0,0.0,0.0,0.0,220,0.5454545454545454,0.0,0.0,0.0
Gateshead College,"13 Architecture, building and planning",0.40625,0.0,0.0,0.0,0.0,0.0,640,0.5625,0.0,0.0,0.0
Gateshead College,15 Social sciences,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0
Gateshead College,"25 Design, and creative and performing arts",0.11320754716981132,0.0,0.0,0.0,0.0,0.11320754716981132,1060,0.24528301886792453,0.07547169811320754,0.2830188679245283,0.018867924528301886
Glasgow Caledonian University,01 Medicine and dentistry,0.0,0.0,0.0,0.0,0.0,0.0,470,0.6595744680851063,0.0,0.0851063829787234,0.0
Glasgow Caledonian University,02 Subjects allied to medicine,0.10180505415162455,0.0,0.001444043321299639,0.0023104693140794225,0.006353790613718412,0.04447653429602888,34625,0.740216606498195,0.011552346570397111,0.07552346570397112,0.013285198555956678
Glasgow Caledonian University,03 Biological and sport sciences,0.048426150121065374,0.0,0.0,0.0,0.0,0.029055690072639227,2065,0.5423728813559322,0.08232445520581114,0.043583535108958835,0.14043583535108958
Glasgow Caledonian University,04 Psychology,0.13580246913580246,0.0,0.0,0.024691358024691357,0.0,0.06172839506172839,3240,0.46296296296296297,0.044753086419753084,0.13580246913580246,0.07716049382716049
Glasgow Caledonian University,07 Physical sciences,0.10869565217391304,0.0,0.0,0.0,0.0,0.021739130434782608,920,0.5760869565217391,0.08695652173913043,0.06521739130434782,0.043478260869565216
