Provider name,Subject area of degree,Employment and further study,Unknown pattern of further study,Part-time further study,Voluntary or unpaid work,Unknown pattern of employment,"Other including travel, caring for someone or retired",Total with known outcomes,Full-time employment,Total,Unemployed,Non-respondents,Part-time employment,Full-time further study
Brunel University London,"25 Design, and creative and performing arts",360,0,0,120,0,165,4420,2340,8955,230,4540,845,190
Buckinghamshire New University,02 Subjects allied to medicine,1880,0,40,0,60,1360,20755,14305,36630,170,15930,2480,220
Buckinghamshire New University,03 Biological and sport sciences,545,0,0,180,0,195,3690,1895,7900,80,4220,610,200
Buckinghamshire New University,04 Psychology,305,0,0,5,0,140,1925,955,3500,25,1600,265,20
Buckinghamshire New University,10 Engineering and technology,90,0,0,0,0,0,1060,610,2115,0,1000,160,0
Buckinghamshire New University,11 Computing,210,0,0,0,0,40,1940,1080,3795,150,1830,340,0
Buckinghamshire New University,15 Social sciences,635,0,0,40,0,710,6845,3565,12600,560,5770,940,270
Buckinghamshire New University,16 Law,60,0,0,0,0,40,1000,630,2205,0,1220,100,20
Buckinghamshire New University,17 Business and management,2420,0,100,340,260,1985,25440,14460,59325,1795,33900,3350,700
Buckinghamshire New University,19 Language and area studies,0,0,0,0,0,0,80,0,180,0,80,0,0
Buckinghamshire New University,22 Education and teaching,330,0,0,0,0,100,3160,2135,5975,40,2840,260,50
Buckinghamshire New University,"24 Media, journalism and communications",80,0,0,80,0,40,2260,1330,4605,240,2390,420,0
Buckinghamshire New University,"25 Design, and creative and performing arts",160,0,0,40,0,200,3245,1675,6755,320,3500,760,100
The University of Buckingham,01 Medicine and dentistry,260,0,0,0,0,10,1695,1145,4405,40,2720,90,0
The University of Buckingham,04 Psychology,270,0,40,0,0,40,1450,600,2555,50,1110,120,220
The University of Buckingham,10 Engineering and technology,0,0,0,0,0,0,320,240,520,0,200,0,0
The University of Buckingham,11 Computing,115,0,0,0,0,40,1470,935,3030,80,1590,80,20
The University of Buckingham,15 Social sciences,40,0,40,0,0,0,905,375,2210,40,1310,100,160
The University of Buckingham,16 Law,350,0,40,20,0,80,2020,680,5375,140,3370,80,410
The University of Buckingham,17 Business and management,405,0,0,0,0,120,2865,1720,6990,130,4080,125,240
The University of Buckingham,19 Language and area studies,105,0,0,0,0,30,825,210,1820,0,1040,100,80
The University of Buckingham,"20 Historical, philosophical and religious studies",130,0,0,60,0,510,1700,525,2615,0,960,100,80
The University of Buckingham,22 Education and teaching,1190,0,0,0,0,440,17020,14280,36370,190,19320,800,40
Burton and South Derbyshire College,10 Engineering and technology,0,0,0,0,0,0,240,180,480,0,320,0,0
Burton and South Derbyshire College,"13 Architecture, building and planning",0,0,0,0,0,0,40,40,280,0,200,0,0
Burton and South Derbyshire College,"25 Design, and creative and performing arts",0,0,0,0,0,0,160,0,480,0,320,0,0
Burnley College,02 Subjects allied to medicine,0,0,0,0,0,20,250,60,530,0,280,0,40
Burnley College,03 Biological and sport sciences,0,0,0,0,0,0,120,40,320,0,160,0,0
Burnley College,10 Engineering and technology,240,0,0,0,0,0,1190,830,2890,0,1720,0,0
Burnley College,11 Computing,0,0,0,0,0,0,80,0,220,0,80,0,0
Burnley College,"13 Architecture, building and planning",0,0,0,0,0,0,80,40,340,0,200,0,0
Burnley College,15 Social sciences,20,0,0,0,0,80,640,200,1400,0,740,120,10
Burnley College,17 Business and management,0,0,0,0,0,0,240,150,830,0,520,80,0
Burnley College,22 Education and teaching,15,0,0,0,0,10,825,545,2000,20,1210,50,0
Burnley College,"25 Design, and creative and performing arts",40,0,0,0,0,0,260,40,840,0,520,40,0
Bury College,02 Subjects allied to medicine,0,0,0,0,0,0,160,0,240,0,80,0,40
Bury College,03 Biological and sport sciences,0,0,0,0,0,40,440,200,1360,0,960,60,0
Bury College,10 Engineering and technology,0,0,0,0,0,0,210,40,390,0,200,40,0
Bury College,11 Computing,0,0,0,0,0,0,40,0,80,0,40,0,0
Bury College,15 Social sciences,0,0,0,0,0,0,200,100,460,0,280,60,0
Bury College,17 Business and management,0,0,0,0,0,0,260,180,740,0,480,60,0
Bury College,22 Education and teaching,0,0,0,0,0,0,925,545,2180,20,1300,150,0
Bury College,"25 Design, and creative and performing arts",0,0,0,0,0,0,140,40,400,0,240,80,0
UK College of Business and Computing,17 Business and management,120,0,0,0,0,240,1140,430,2200,80,1040,180,80
Calderdale College,02 Subjects allied to medicine,0,0,0,0,0,0,40,0,120,0,80,0,0
Calderdale College,10 Engineering and technology,0,0,0,0,0,0,140,0,300,0,240,0,0
Calderdale College,15 Social sciences,0,0,0,0,0,60,500,310,1060,0,580,20,0
Calderdale College,17 Business and management,0,0,0,0,0,0,180,20,320,0,180,0,0
Calderdale College,22 Education and teaching,10,0,0,0,0,40,680,375,1380,0,720,30,0
Calderdale College,"25 Design, and creative and performing arts",40,0,0,0,0,100,630,130,1490,0,900,220,40
Cambridge Arts and Sciences Limited,"25 Design, and creative and performing arts",280,0,0,0,0,200,1700,380,4800,60,3140,150,440
Cambridge Regional College,03 Biological and sport sciences,60,0,0,0,0,0,530,150,1190,0,620,140,20
Cambridge Regional College,10 Engineering and technology,120,0,0,0,0,0,540,400,1160,0,600,0,0
Cambridge Regional College,15 Social sciences,0,0,0,0,0,40,800,240,1320,20,560,180,80
Cambridge Regional College,17 Business and management,40,0,0,0,0,20,330,60,850,0,560,40,10
The University of Cambridge,01 Medicine and dentistry,885,0,0,0,0,0,6530,5370,12470,0,5970,70,20
The University of Cambridge,02 Subjects allied to medicine,670,0,0,20,0,160,6880,4310,12695,160,5880,260,1180
The University of Cambridge,03 Biological and sport sciences,995,0,0,0,0,505,10685,6245,20250,335,9540,400,1990
The University of Cambridge,04 Psychology,230,0,0,0,0,100,2345,1125,4540,80,2250,130,420
The University of Cambridge,05 Veterinary sciences,40,0,0,0,0,0,1490,1300,2855,40,1340,0,0
The University of Cambridge,"06 Agriculture, food and related studies",0,0,0,0,0,0,80,40,80,0,0,0,0
The University of Cambridge,07 Physical sciences,910,0,0,10,40,440,10280,5780,20100,280,9840,320,2380
The University of Cambridge,09 Mathematical sciences,1020,0,0,60,0,410,9470,3850,20380,320,10960,130,3490
The University of Cambridge,10 Engineering and technology,1220,0,0,60,60,585,18505,13395,36510,450,17990,430,2310
The University of Cambridge,11 Computing,360,0,0,0,0,220,4920,3480,9915,70,5000,0,640
The University of Cambridge,"13 Architecture, building and planning",395,0,0,0,0,220,4970,3335,10280,70,5290,380,390
The University of Cambridge,"26 Geography, earth and environmental studies (natural sciences)",370,0,0,40,0,260,4365,2310,8680,190,4340,170,940
The University of Cambridge,15 Social sciences,1555,0,20,215,50,945,19335,12755,45795,785,26430,985,1910
The University of Cambridge,16 Law,870,0,40,70,40,400,7915,4550,19735,240,11840,260,1250
The University of Cambridge,17 Business and management,760,0,0,20,40,310,13180,10695,29100,280,15930,525,340
The University of Cambridge,19 Language and area studies,1795,0,100,220,60,1265,16350,7655,34060,920,17630,2025,2280
The University of Cambridge,"20 Historical, philosophical and religious studies",2160,0,200,335,20,1835,20135,9375,42560,985,22430,2020,3040
The University of Cambridge,22 Education and teaching,1400,0,50,80,0,685,15710,11245,29210,315,13480,1320,465
The University of Cambridge,"24 Media, journalism and communications",20,0,0,0,0,0,550,230,1425,40,860,40,0
The University of Cambridge,"25 Design, and creative and performing arts",410,0,0,40,0,100,2090,735,4305,120,2240,330,250
The University of Cambridge,"26 Geography, earth and environmental studies (social sciences)",80,0,0,0,0,90,1645,980,2840,40,1180,100,190
The Cambridge Theological Federation,"20 Historical, philosophical and religious studies",95,0,0,40,0,35,955,540,1475,0,470,50,10
The Institute of Cancer Research,01 Medicine and dentistry,40,0,0,0,0,0,1460,1060,2230,0,780,100,20
Canterbury Christ Church University,02 Subjects allied to medicine,1610,0,0,0,100,1085,19270,13935,34100,230,14840,1980,190
Canterbury Christ Church University,03 Biological and sport sciences,540,0,0,40,0,160,3610,1820,7335,200,3740,405,360
Canterbury Christ Church University,04 Psychology,665,0,0,80,0,260,5155,2775,8975,180,3840,805,260
Canterbury Christ Church University,"06 Agriculture, food and related studies",60,0,0,0,0,0,390,200,720,0,360,40,0
Canterbury Christ Church University,07 Physical sciences,135,0,0,0,0,20,1145,655,2195,40,1000,70,40
Canterbury Christ Church University,09 Mathematical sciences,0,0,0,0,0,0,400,400,740,0,320,0,0
Canterbury Christ Church University,11 Computing,280,0,0,0,0,120,2360,1285,4140,200,1810,270,100
Canterbury Christ Church University,"26 Geography, earth and environmental studies (natural sciences)",10,0,0,0,0,0,355,220,610,0,240,0,0
Canterbury Christ Church University,15 Social sciences,1035,0,80,80,0,655,9425,5240,16975,575,7570,1095,480
Canterbury Christ Church University,16 Law,515,0,0,0,0,280,4075,2505,7985,250,3960,275,165
Canterbury Christ Church University,17 Business and management,690,0,0,20,0,325,7295,4390,15075,500,7750,905,260
Canterbury Christ Church University,19 Language and area studies,240,0,0,10,0,245,2720,1225,5155,190,2450,480,160
Canterbury Christ Church University,"20 Historical, philosophical and religious studies",410,0,0,20,0,200,2955,1375,5325,170,2300,325,285
Canterbury Christ Church University,22 Education and teaching,3605,0,100,220,160,1745,36940,25285,65780,920,28800,3980,780
Canterbury Christ Church University,23 Combined and general studies,20,0,0,0,0,40,680,320,970,0,280,160,0
Canterbury Christ Church University,"24 Media, journalism and communications",190,0,0,0,0,130,2210,1240,4075,65,1880,375,40
Canterbury Christ Church University,"25 Design, and creative and performing arts",565,0,0,120,0,265,4845,2105,9100,330,4230,1195,170
Canterbury Christ Church University,"26 Geography, earth and environmental studies (social sciences)",0,0,0,0,0,0,180,100,360,20,200,0,0
Cardinal Newman Catholic Sixth Form College,22 Education and teaching,60,0,0,0,0,0,300,120,860,0,560,0,40
Cardiff University,01 Medicine and dentistry,1995,0,50,0,20,515,16845,12180,31525,200,14660,1340,440
Cardiff University,02 Subjects allied to medicine,2700,0,10,0,130,1205,30535,22880,55615,565,25080,1985,905
Cardiff University,03 Biological and sport sciences,1115,0,40,120,0,610,12405,5590,20765,700,8330,700,3395
Cardiff University,04 Psychology,1135,0,0,20,0,285,8700,5060,14730,320,6020,695,1050
Cardiff University,07 Physical sciences,870,0,20,0,0,515,10725,5630,18150,530,7450,650,2340
Cardiff University,09 Mathematical sciences,530,0,0,0,0,195,5535,3520,11215,340,5710,310,540
Cardiff University,10 Engineering and technology,965,0,20,130,70,560,12595,8190,25105,705,12510,450,1325
Cardiff University,11 Computing,665,0,0,0,0,265,8580,6125,21025,485,12410,410,530
Cardiff University,"13 Architecture, building and planning",860,0,0,60,40,355,9420,6450,22795,410,13370,575,480
Cardiff University,"26 Geography, earth and environmental studies (natural sciences)",500,0,0,20,0,300,5330,3035,8765,340,3460,280,760
Cardiff University,15 Social sciences,2495,0,40,210,140,915,21910,12570,48685,1255,26820,1570,2670
Cardiff University,16 Law,1540,0,80,85,0,585,11530,6410,28190,785,16680,610,1325
Cardiff University,17 Business and management,2210,0,80,160,300,970,21890,14855,73035,1285,51170,1030,1120
Cardiff University,19 Language and area studies,1500,0,55,290,80,1055,14670,7410,26645,975,11990,1615,1670
Cardiff University,"20 Historical, philosophical and religious studies",1380,0,0,130,0,670,10865,5235,19195,680,8340,1000,1560
Cardiff University,22 Education and teaching,600,0,0,0,20,150,4625,3005,10875,5,6330,435,115
Cardiff University,23 Combined and general studies,0,0,40,0,0,1080,1500,200,3240,0,1720,120,0
Cardiff University,"24 Media, journalism and communications",620,0,0,60,60,350,9510,6465,22340,530,12790,920,410
Cardiff University,"25 Design, and creative and performing arts",330,0,0,0,0,25,2525,1145,4750,40,2240,455,300
Cardiff University,"26 Geography, earth and environmental studies (social sciences)",470,0,0,0,0,160,3115,1670,5525,160,2400,220,460
Cardiff Metropolitan University,02 Subjects allied to medicine,385,0,0,0,0,280,5600,3890,9970,120,4390,415,200
Cardiff Metropolitan University,03 Biological and sport sciences,2670,0,40,440,140,545,15090,7370,31775,480,16750,1700,1600
Cardiff Metropolitan University,04 Psychology,660,0,20,20,0,140,4160,2405,7825,170,3610,385,250
Cardiff Metropolitan University,"06 Agriculture, food and related studies",10,0,0,0,0,0,710,440,1455,0,740,0,0
Cardiff Metropolitan University,10 Engineering and technology,130,0,0,0,0,20,1300,845,2425,0,1110,110,20
Cardiff Metropolitan University,11 Computing,300,0,0,0,40,60,2935,1665,10575,340,7590,250,180
Cardiff Metropolitan University,"13 Architecture, building and planning",140,0,0,0,0,20,1030,685,1935,0,880,0,40
Cardiff Metropolitan University,15 Social sciences,310,0,0,0,0,200,3130,1935,6565,60,3470,190,220
Cardiff Metropolitan University,17 Business and management,1510,0,60,120,120,760,15325,9645,47480,905,32190,1270,800
Cardiff Metropolitan University,19 Language and area studies,220,0,0,0,0,40,1130,440,2095,40,980,125,60
Cardiff Metropolitan University,22 Education and teaching,775,0,20,0,40,570,12070,8575,26855,500,14800,1120,280
Cardiff Metropolitan University,"24 Media, journalism and communications",0,0,0,0,0,0,420,320,805,0,310,80,0
Cardiff Metropolitan University,"25 Design, and creative and performing arts",880,0,15,160,40,535,7605,3360,14800,400,7220,1780,280
Central Bedfordshire College,02 Subjects allied to medicine,40,0,0,0,0,80,460,100,1020,80,560,80,20
Central Bedfordshire College,03 Biological and sport sciences,0,0,0,0,0,0,40,0,80,0,40,0,0
Central Bedfordshire College,11 Computing,0,0,0,0,0,0,80,0,80,0,0,0,0
Central Bedfordshire College,15 Social sciences,0,0,0,0,0,0,520,200,1200,0,680,80,0
Central Bedfordshire College,17 Business and management,240,0,0,0,120,380,2540,620,8540,360,5940,660,120
Central Bedfordshire College,"25 Design, and creative and performing arts",0,0,0,0,0,0,40,0,120,0,80,0,0
The University of Central Lancashire,01 Medicine and dentistry,835,0,0,0,0,260,6010,3300,13935,160,7900,1025,260
The University of Central Lancashire,02 Subjects allied to medicine,3155,0,40,70,110,2015,32755,21750,69840,695,37100,4015,830
The University of Central Lancashire,03 Biological and sport sciences,1020,0,0,200,40,260,6185,3030,14740,325,8580,770,480
The University of Central Lancashire,04 Psychology,1135,0,120,110,0,395,7415,3600,14810,505,7410,1025,410
The University of Central Lancashire,"06 Agriculture, food and related studies",0,0,0,0,0,0,80,80,180,0,90,0,0
The University of Central Lancashire,07 Physical sciences,620,0,100,80,0,720,7235,3650,13520,385,6320,740,690
The University of Central Lancashire,09 Mathematical sciences,0,0,0,0,0,0,420,315,885,0,380,0,0
The University of Central Lancashire,10 Engineering and technology,610,0,0,0,0,220,7095,4665,19315,525,12220,345,450
The University of Central Lancashire,11 Computing,275,0,0,0,0,230,4980,2920,12385,515,7390,680,100
The University of Central Lancashire,"13 Architecture, building and planning",300,0,0,0,0,80,3150,2105,6725,195,3580,225,10
The University of Central Lancashire,"26 Geography, earth and environmental studies (natural sciences)",0,0,0,0,0,40,405,185,815,0,450,0,20
The University of Central Lancashire,15 Social sciences,1510,0,20,200,0,1045,13270,7640,27280,755,14010,1410,570
The University of Central Lancashire,16 Law,865,0,80,50,0,490,9175,6230,21185,410,12000,685,190
The University of Central Lancashire,17 Business and management,1315,0,45,120,200,875,13835,8360,46465,850,32670,1185,720
The University of Central Lancashire,19 Language and area studies,790,0,80,80,0,405,6260,2485,14610,685,8390,1155,600
The University of Central Lancashire,"20 Historical, philosophical and religious studies",200,0,10,0,0,200,1970,890,3545,140,1590,220,190
The University of Central Lancashire,22 Education and teaching,455,0,0,0,0,195,3005,1635,6050,120,3090,420,110
The University of Central Lancashire,23 Combined and general studies,80,0,0,0,0,20,360,120,715,20,370,40,0
The University of Central Lancashire,"24 Media, journalism and communications",200,0,0,40,0,20,2655,1500,6305,165,3680,400,100
The University of Central Lancashire,"25 Design, and creative and performing arts",1285,0,45,170,100,970,13165,5810,29035,760,15910,3500,330
The University of Central Lancashire,"26 Geography, earth and environmental studies (social sciences)",0,0,0,0,0,0,80,40,220,0,120,0,0
Kensington and Chelsea College,22 Education and teaching,0,0,0,0,0,0,60,20,140,0,120,0,0
Kensington and Chelsea College,"25 Design, and creative and performing arts",40,0,0,0,0,40,300,40,540,60,220,80,0
Chesterfield College,02 Subjects allied to medicine,40,0,0,0,0,0,160,40,540,0,360,0,0
Chesterfield College,03 Biological and sport sciences,0,0,0,0,0,0,140,40,720,0,600,40,0
Chesterfield College,10 Engineering and technology,180,0,0,0,0,0,890,640,2800,0,1880,0,0
Chesterfield College,11 Computing,0,0,0,0,0,0,330,200,1010,40,720,0,0
Chesterfield College,"13 Architecture, building and planning",0,0,0,0,0,0,180,60,560,0,380,0,0
Chesterfield College,15 Social sciences,140,0,0,0,0,0,400,50,1250,0,840,90,0
Chesterfield College,17 Business and management,0,0,0,0,0,0,80,40,200,0,80,0,0
Chesterfield College,22 Education and teaching,0,0,0,0,0,0,280,230,780,0,480,0,0
Chesterfield College,"25 Design, and creative and performing arts",0,0,0,0,0,0,240,40,720,0,440,40,0
University of Chester,02 Subjects allied to medicine,1900,0,40,70,70,1355,21120,14300,42475,480,21300,2140,615
University of Chester,03 Biological and sport sciences,720,0,40,110,20,170,5365,2610,9855,220,4490,735,515
University of Chester,04 Psychology,1070,0,0,100,0,290,6540,3420,12230,205,5700,755,465
University of Chester,"06 Agriculture, food and related studies",465,0,0,190,0,205,4930,2500,8630,280,3740,790,280
University of Chester,07 Physical sciences,50,0,0,0,0,40,675,325,1100,0,460,20,80
University of Chester,09 Mathematical sciences,130,0,0,0,0,20,970,490,1650,55,610,40,80
University of Chester,10 Engineering and technology,240,0,0,0,0,110,1825,1050,3575,60,1740,125,90
University of Chester,11 Computing,100,0,0,0,0,30,1955,1185,3900,60,1880,200,60
University of Chester,"26 Geography, earth and environmental studies (natural sciences)",160,0,0,0,0,40,1730,1030,2600,100,850,170,220
University of Chester,15 Social sciences,565,0,0,40,0,350,6230,3955,11780,260,5580,595,320
University of Chester,16 Law,540,0,0,20,0,140,3695,2215,7685,175,3970,280,260
University of Chester,17 Business and management,1260,0,0,50,40,675,13785,9175,35210,720,21460,1225,540
University of Chester,19 Language and area studies,530,0,0,20,0,310,4210,1925,7130,200,2930,415,560
University of Chester,"20 Historical, philosophical and religious studies",760,0,95,505,0,840,6090,2210,10110,210,4010,845,520
University of Chester,22 Education and teaching,1170,0,0,40,0,515,16645,12285,30035,460,13380,1810,175
University of Chester,23 Combined and general studies,100,0,0,0,0,0,1040,730,1790,0,750,100,0
University of Chester,"24 Media, journalism and communications",80,0,0,0,0,0,1320,715,2885,95,1550,240,0
University of Chester,"25 Design, and creative and performing arts",670,0,0,0,0,375,6060,2860,11640,280,5560,1520,230
University of Chester,"26 Geography, earth and environmental studies (social sciences)",0,0,0,0,0,0,110,50,140,0,60,0,0
Chichester College Group,"06 Agriculture, food and related studies",40,0,0,0,0,0,300,160,640,20,360,60,0
Chichester College Group,10 Engineering and technology,160,0,0,0,0,0,970,590,2200,0,1220,40,40
Chichester College Group,11 Computing,0,0,0,0,0,0,220,100,650,0,360,70,0
Chichester College Group,"13 Architecture, building and planning",40,0,0,0,0,0,200,160,480,0,120,0,0
Chichester College Group,17 Business and management,40,0,0,0,0,0,300,130,710,0,420,40,0
Chichester College Group,22 Education and teaching,0,0,0,0,0,0,380,260,850,0,360,120,0
Chichester College Group,"25 Design, and creative and performing arts",60,0,0,0,40,70,840,200,1740,40,940,250,0
The University of Chichester,02 Subjects allied to medicine,160,0,40,40,0,170,1535,565,2820,40,1270,400,0
The University of Chichester,03 Biological and sport sciences,890,0,0,170,0,180,7075,4115,13620,245,6610,860,440
The University of Chichester,04 Psychology,160,0,0,20,0,20,1370,740,2120,0,760,220,80
The University of Chichester,09 Mathematical sciences,0,0,0,0,0,0,315,230,595,0,240,0,0
The University of Chichester,10 Engineering and technology,0,0,0,0,0,0,405,320,955,0,480,0,0
The University of Chichester,11 Computing,0,0,0,0,0,0,670,430,1050,40,400,60,0
The University of Chichester,15 Social sciences,450,0,0,40,0,295,4190,2540,7740,100,3530,350,240
The University of Chichester,17 Business and management,180,0,0,10,0,70,3195,2185,7730,180,4520,300,60
The University of Chichester,19 Language and area studies,190,0,0,0,0,95,2060,875,3315,50,1280,480,150
The University of Chichester,"20 Historical, philosophical and religious studies",240,0,0,90,0,160,2310,935,3500,200,1270,340,180
The University of Chichester,22 Education and teaching,605,0,0,0,20,215,9530,7455,15535,160,5970,765,180
The University of Chichester,"24 Media, journalism and communications",120,0,0,0,0,0,800,320,1400,40,600,200,40
The University of Chichester,"25 Design, and creative and performing arts",1375,0,0,200,100,525,13600,6030,25840,640,12190,3845,810
Chicken Shed Theatre Company,"25 Design, and creative and performing arts",60,0,0,120,0,100,1160,300,2080,160,920,260,80
The College of Integrated Chinese Medicine,02 Subjects allied to medicine,200,0,0,0,0,0,820,220,1520,0,680,360,0
Christie's Education Limited,16 Law,0,0,0,0,0,0,160,60,240,0,80,0,0
Christie's Education Limited,17 Business and management,0,0,0,0,0,0,160,60,240,0,80,0,0
Christie's Education Limited,"20 Historical, philosophical and religious studies",0,0,0,40,0,0,300,140,500,0,200,40,0
Cheshire College South and West,02 Subjects allied to medicine,0,0,0,0,0,0,290,80,600,0,300,160,0
Cheshire College South and West,10 Engineering and technology,160,0,0,0,0,0,990,770,2800,0,1760,0,0
Cheshire College South and West,"13 Architecture, building and planning",0,0,0,0,0,0,180,160,590,0,360,0,0
Cheshire College South and West,15 Social sciences,0,0,0,0,0,0,180,80,650,0,420,0,0
Cheshire College South and West,16 Law,0,0,0,0,0,0,120,0,240,0,120,0,0
Cheshire College South and West,17 Business and management,0,0,0,0,0,0,380,220,1020,0,640,100,0
Cheshire College South and West,22 Education and teaching,0,0,0,0,0,0,450,295,1030,0,520,50,0
Cheshire College South and West,"24 Media, journalism and communications",0,0,0,0,0,0,60,0,160,0,80,40,0
Cheshire College South and West,"25 Design, and creative and performing arts",40,0,0,0,0,60,780,160,1840,80,1080,180,0
The City College,02 Subjects allied to medicine,40,0,0,0,0,0,430,60,750,0,320,200,0
The City College,15 Social sciences,80,0,0,0,0,0,240,20,360,0,80,40,0
The City College,17 Business and management,60,0,0,0,0,120,640,120,900,80,280,80,120
The City College,22 Education and teaching,0,0,0,0,0,40,310,100,430,40,100,80,0
"City, University of London",02 Subjects allied to medicine,2090,0,50,60,30,1510,22355,15280,42565,545,20170,2300,360
"City, University of London",04 Psychology,730,0,40,160,0,375,6785,3530,13445,405,6670,920,500
"City, University of London",07 Physical sciences,40,0,0,0,0,0,40,0,140,0,40,0,0
"City, University of London",09 Mathematical sciences,255,0,0,0,0,110,2445,1405,6380,140,3940,190,240
"City, University of London",10 Engineering and technology,905,0,0,50,90,545,10425,6380,21400,805,11020,630,870
"City, University of London",11 Computing,710,0,0,10,0,265,8735,6360,17050,520,8270,410,240
"City, University of London","13 Architecture, building and planning",0,0,0,0,0,0,420,360,820,0,360,0,0
"City, University of London",15 Social sciences,1445,0,30,240,110,775,14840,7985,34705,1255,19900,1420,1430
"City, University of London",16 Law,1860,40,140,490,80,875,16360,8715,47610,1455,31260,1070,1565
"City, University of London",17 Business and management,3120,0,140,375,360,1370,37905,27580,100920,1985,63050,1580,1380
"City, University of London",19 Language and area studies,140,0,0,0,0,70,1370,665,2980,10,1600,310,20
"City, University of London",22 Education and teaching,360,0,0,0,0,0,1420,480,2910,40,1480,160,280
"City, University of London",23 Combined and general studies,0,0,0,0,0,0,260,160,380,0,120,0,0
"City, University of London","24 Media, journalism and communications",380,0,0,40,60,255,10970,8430,23035,365,12120,1125,190
"City, University of London","25 Design, and creative and performing arts",40,0,0,0,0,25,1030,480,2390,50,1350,200,60
Colchester Institute,02 Subjects allied to medicine,80,0,0,0,0,120,720,220,1080,0,360,160,40
Colchester Institute,03 Biological and sport sciences,140,0,0,40,0,40,840,160,2480,20,1680,160,40
Colchester Institute,10 Engineering and technology,80,0,0,0,0,0,700,540,1380,0,620,0,0
Colchester Institute,11 Computing,40,0,0,0,0,0,240,100,560,0,360,0,0
Colchester Institute,"13 Architecture, building and planning",0,0,0,0,0,0,280,200,570,0,300,0,0
Colchester Institute,17 Business and management,220,0,40,40,40,200,1900,540,3885,300,1990,400,180
Colchester Institute,22 Education and teaching,175,0,0,0,0,40,1495,880,2540,0,1020,160,90
Colchester Institute,"25 Design, and creative and performing arts",190,0,0,0,0,120,1770,880,3090,40,1320,440,80
Cliff College,"20 Historical, philosophical and religious studies",10,0,0,40,0,120,1435,655,1745,20,320,335,0
The City of Liverpool College,02 Subjects allied to medicine,0,0,0,0,0,0,120,0,240,0,120,40,0
The City of Liverpool College,03 Biological and sport sciences,40,0,0,40,0,80,380,120,1100,0,660,0,0
The City of Liverpool College,10 Engineering and technology,50,0,0,0,0,0,690,440,1490,0,820,80,0
The City of Liverpool College,11 Computing,40,0,0,0,0,40,580,280,1260,80,640,80,0
The City of Liverpool College,"13 Architecture, building and planning",40,0,0,0,0,0,480,280,1100,0,520,0,0
The City of Liverpool College,15 Social sciences,20,0,0,0,0,0,260,80,680,0,400,20,0
The City of Liverpool College,17 Business and management,80,0,0,0,0,0,400,80,800,0,480,60,0
The City of Liverpool College,22 Education and teaching,30,0,0,0,0,0,670,335,1520,0,820,120,0
The City of Liverpool College,"25 Design, and creative and performing arts",260,0,0,0,0,280,2040,440,6100,300,4040,500,200
The Academy of Contemporary Music,"25 Design, and creative and performing arts",80,0,0,40,0,40,1340,600,2300,60,960,480,40
Conservatoire for Dance and Drama,"25 Design, and creative and performing arts",930,0,40,165,160,585,9260,3255,19940,695,10670,2785,580
Courtauld Institute of Art,"20 Historical, philosophical and religious studies",425,0,50,190,0,335,5895,3000,13880,400,7950,875,480
Courtauld Institute of Art,"24 Media, journalism and communications",0,0,0,0,0,0,40,40,80,0,40,0,0
Court Theatre Training Company Ltd,"25 Design, and creative and performing arts",0,0,0,0,0,20,360,120,900,0,560,80,0
Coventry College,10 Engineering and technology,0,0,0,0,0,0,40,40,240,0,200,0,0
Coventry College,11 Computing,0,0,0,0,0,0,40,0,140,0,40,0,0
Coventry College,15 Social sciences,0,0,0,0,0,0,40,40,40,0,0,0,0
Coventry College,17 Business and management,0,0,0,0,0,0,60,0,160,0,40,0,0
Coventry College,22 Education and teaching,60,0,0,0,0,0,440,200,760,0,320,0,0
Coventry College,"25 Design, and creative and performing arts",80,0,0,0,0,0,340,0,700,0,360,80,0
Coventry University,02 Subjects allied to medicine,2975,0,40,190,40,1540,31775,21760,66245,890,34420,3030,1150
Coventry University,03 Biological and sport sciences,765,0,20,140,20,280,6160,2905,13975,520,7820,710,745
Coventry University,04 Psychology,1695,0,30,230,0,570,12180,6555,26115,805,13970,1435,700
Coventry University,"06 Agriculture, food and related studies",20,0,0,0,0,0,200,120,580,0,270,0,0
Coventry University,07 Physical sciences,210,0,0,0,0,60,2010,1080,3940,140,1920,180,210
Coventry University,09 Mathematical sciences,130,0,0,0,0,40,2145,1295,5085,230,2970,75,210
Coventry University,10 Engineering and technology,2485,0,110,180,220,1205,29865,18870,67585,2755,37680,1725,2270
Coventry University,11 Computing,1245,0,90,10,40,485,12210,7325,28835,1360,16640,900,605
Coventry University,"13 Architecture, building and planning",395,0,0,20,20,140,5115,3375,12195,380,7080,430,200
Coventry University,"26 Geography, earth and environmental studies (natural sciences)",330,0,0,0,0,115,2885,1615,5500,230,2660,270,205
Coventry University,15 Social sciences,1900,0,120,255,50,1130,18775,10615,45015,1620,26270,1870,1110
Coventry University,16 Law,1185,0,80,320,0,400,8015,3585,19690,895,11710,655,785
Coventry University,17 Business and management,6100,0,435,795,550,3795,61605,34585,223660,6115,162070,5080,4155
Coventry University,19 Language and area studies,310,0,0,0,0,200,2835,1295,6755,310,3900,365,250
Coventry University,"20 Historical, philosophical and religious studies",180,0,0,0,0,40,1150,440,2150,100,980,200,200
Coventry University,22 Education and teaching,820,0,0,20,0,290,6015,4185,12475,65,6490,450,160
