Provider name,Subject area of degree,Employment and further study,Unknown pattern of further study,Part-time further study,Voluntary or unpaid work,Unknown pattern of employment,"Other including travel, caring for someone or retired",Total with known outcomes,Full-time employment,Total,Unemployed,Non-respondents,Part-time employment,Full-time further study
AA School of Architecture,"13 Architecture, building and planning",460,0,0,0,0,210,5410,3650,13790,190,8420,620,90
The University of Aberdeen,01 Medicine and dentistry,830,0,0,0,0,90,7265,5855,12880,40,5620,285,50
The University of Aberdeen,02 Subjects allied to medicine,785,0,0,25,0,390,5760,2125,10910,305,5130,760,1195
The University of Aberdeen,03 Biological and sport sciences,900,0,10,180,0,420,8325,3585,14260,590,5900,810,1690
The University of Aberdeen,04 Psychology,1080,0,0,10,0,300,5640,2125,10810,320,5140,565,1090
The University of Aberdeen,"06 Agriculture, food and related studies",0,0,0,0,0,0,240,110,455,0,170,0,40
The University of Aberdeen,07 Physical sciences,290,0,0,20,0,180,3030,1735,6130,140,3100,90,440
The University of Aberdeen,09 Mathematical sciences,160,0,0,0,0,0,760,290,1220,10,520,20,140
The University of Aberdeen,10 Engineering and technology,695,0,20,0,10,165,9425,6510,17715,700,8260,360,670
The University of Aberdeen,11 Computing,200,0,0,0,0,0,2085,1365,4705,160,2550,120,100
The University of Aberdeen,"13 Architecture, building and planning",20,0,0,0,0,0,555,435,1025,0,420,0,0
The University of Aberdeen,"26 Geography, earth and environmental studies (natural sciences)",610,0,0,40,0,155,5855,3360,10470,435,4650,370,680
The University of Aberdeen,15 Social sciences,1425,0,20,190,20,505,10305,4995,18400,785,8080,920,1395
The University of Aberdeen,16 Law,950,0,0,70,0,270,8765,5545,18380,500,9640,610,670
The University of Aberdeen,17 Business and management,1085,0,10,40,60,325,9060,5730,30900,665,21850,510,500
The University of Aberdeen,19 Language and area studies,620,0,0,60,0,210,4445,1740,8270,360,3860,755,570
The University of Aberdeen,"20 Historical, philosophical and religious studies",720,0,20,150,0,465,4920,2010,8580,290,3630,565,630
The University of Aberdeen,22 Education and teaching,820,0,0,0,10,665,15065,10485,25870,830,10830,1930,80
The University of Aberdeen,"24 Media, journalism and communications",0,0,0,40,0,0,580,280,1600,40,1060,80,0
The University of Aberdeen,"25 Design, and creative and performing arts",240,0,0,0,0,40,1545,590,2830,70,1230,350,200
The University of Aberdeen,"26 Geography, earth and environmental studies (social sciences)",40,0,0,0,0,0,730,370,1085,10,320,60,80
Abingdon and Witney College,10 Engineering and technology,40,0,0,0,0,0,400,280,800,0,480,0,0
Abertay University,02 Subjects allied to medicine,330,0,0,40,0,200,2795,1225,4925,15,2110,785,40
Abertay University,03 Biological and sport sciences,440,0,0,40,0,150,2900,1310,5655,40,2750,445,230
Abertay University,04 Psychology,480,0,0,60,0,200,2480,860,4945,210,2490,290,320
Abertay University,"06 Agriculture, food and related studies",100,0,0,0,0,35,1200,740,2205,0,1010,120,60
Abertay University,07 Physical sciences,0,0,0,0,0,0,530,320,920,20,410,60,40
Abertay University,10 Engineering and technology,20,0,0,0,0,0,1020,790,1855,20,760,20,0
Abertay University,11 Computing,600,0,0,20,0,160,6780,4235,12335,475,5600,895,155
Abertay University,15 Social sciences,360,0,0,0,0,80,2445,1200,4965,120,2480,300,240
Abertay University,16 Law,80,0,0,0,0,0,750,500,1930,20,1140,40,80
Abertay University,17 Business and management,420,0,0,0,0,50,3435,1975,6990,205,3540,240,240
Abertay University,22 Education and teaching,0,0,0,0,0,0,120,80,440,0,280,0,0
Abertay University,"25 Design, and creative and performing arts",370,0,0,40,0,190,3570,1790,6260,250,2640,640,120
Aberystwyth University,03 Biological and sport sciences,670,0,20,100,0,265,6040,2730,10250,380,4120,505,1240
Aberystwyth University,04 Psychology,420,0,0,20,0,160,2740,1215,4840,210,2100,200,370
Aberystwyth University,05 Veterinary sciences,20,0,0,0,0,0,280,80,380,0,80,0,120
Aberystwyth University,"06 Agriculture, food and related studies",315,0,0,80,0,135,3395,1980,5675,130,2260,350,340
Aberystwyth University,07 Physical sciences,160,0,0,0,0,60,2015,890,2995,140,990,220,440
Aberystwyth University,09 Mathematical sciences,210,0,0,0,0,40,1025,505,1705,120,690,20,200
Aberystwyth University,10 Engineering and technology,0,0,0,0,0,0,390,250,660,0,220,20,0
Aberystwyth University,11 Computing,420,0,0,0,0,160,3870,2370,6330,180,2540,170,430
Aberystwyth University,"26 Geography, earth and environmental studies (natural sciences)",300,0,0,0,0,140,3160,1705,4510,120,1440,240,520
Aberystwyth University,15 Social sciences,670,0,0,40,0,280,4740,1990,8435,380,3670,520,740
Aberystwyth University,16 Law,425,0,0,20,0,105,2255,810,4820,200,2580,60,430
Aberystwyth University,17 Business and management,440,0,0,0,0,140,2965,1600,6520,205,3550,210,260
Aberystwyth University,19 Language and area studies,680,0,0,20,0,200,4100,1525,7225,300,3200,740,490
Aberystwyth University,"20 Historical, philosophical and religious studies",380,0,0,50,0,210,2915,915,5100,270,2180,420,670
Aberystwyth University,22 Education and teaching,325,0,0,0,0,215,3515,2175,6920,60,3430,530,140
Aberystwyth University,"24 Media, journalism and communications",250,0,0,15,0,50,2985,1710,4895,115,1940,575,50
Aberystwyth University,"25 Design, and creative and performing arts",355,0,40,20,0,270,3580,1385,6260,320,2690,920,240
Aberystwyth University,"26 Geography, earth and environmental studies (social sciences)",200,0,0,0,0,50,1400,640,2255,90,830,70,280
Accrington and Rossendale College,02 Subjects allied to medicine,0,0,0,40,0,60,280,120,620,0,360,60,0
Accrington and Rossendale College,10 Engineering and technology,0,0,0,0,0,0,90,80,200,0,120,0,0
Accrington and Rossendale College,"13 Architecture, building and planning",0,0,0,0,0,0,40,40,80,0,40,0,0
Accrington and Rossendale College,15 Social sciences,0,0,0,0,0,0,80,80,220,0,120,0,0
Accrington and Rossendale College,22 Education and teaching,0,0,0,0,0,0,70,50,200,0,120,0,0
Accrington and Rossendale College,"25 Design, and creative and performing arts",0,0,0,0,0,0,20,0,80,0,80,0,0
Academy of Live and Recorded Arts,"25 Design, and creative and performing arts",40,0,0,20,0,20,1050,350,2070,40,1000,430,0
Activate Learning,02 Subjects allied to medicine,40,0,0,0,0,0,320,80,1000,0,680,80,0
Activate Learning,10 Engineering and technology,200,0,0,0,0,0,1110,930,2820,0,1660,0,0
Activate Learning,11 Computing,0,0,0,0,0,0,80,0,300,0,160,0,0
Activate Learning,"13 Architecture, building and planning",0,0,0,0,0,0,240,230,710,0,440,0,0
Activate Learning,22 Education and teaching,0,0,0,0,0,0,80,80,300,0,160,0,0
Activate Learning,"25 Design, and creative and performing arts",0,0,0,0,0,0,100,40,360,0,200,20,0
AECC University College,02 Subjects allied to medicine,385,0,0,0,0,110,3550,2195,7420,0,3860,630,0
Anglia Ruskin University,02 Subjects allied to medicine,5130,0,230,90,230,2505,43720,28865,78205,835,34440,4445,1330
Anglia Ruskin University,03 Biological and sport sciences,820,0,40,80,0,360,6335,3170,12360,430,6000,720,490
Anglia Ruskin University,04 Psychology,890,0,20,30,0,315,5380,2490,10955,355,5590,750,375
Anglia Ruskin University,05 Veterinary sciences,0,0,0,0,0,0,440,400,880,0,480,0,0
Anglia Ruskin University,"06 Agriculture, food and related studies",40,0,0,0,0,0,480,260,995,0,430,80,0
Anglia Ruskin University,07 Physical sciences,250,0,0,0,0,120,2390,1385,4550,180,2190,210,160
Anglia Ruskin University,10 Engineering and technology,360,0,0,0,0,100,3635,2245,12180,390,8540,170,160
Anglia Ruskin University,11 Computing,460,0,20,20,0,180,5525,3030,12205,575,6700,840,280
Anglia Ruskin University,"13 Architecture, building and planning",605,0,0,0,20,110,7380,5820,14740,205,7370,335,60
Anglia Ruskin University,15 Social sciences,2195,0,40,180,100,1575,18385,10110,32635,920,14280,2210,975
Anglia Ruskin University,16 Law,635,0,80,40,0,390,4225,1840,9375,320,5120,390,310
Anglia Ruskin University,17 Business and management,4425,0,160,310,350,3510,39975,22425,98445,3050,58490,4510,1160
Anglia Ruskin University,19 Language and area studies,435,0,0,80,0,130,3180,1385,5910,145,2760,490,300
Anglia Ruskin University,"20 Historical, philosophical and religious studies",160,0,0,10,0,85,1405,595,2540,60,1160,220,180
Anglia Ruskin University,22 Education and teaching,1145,0,20,10,0,310,8215,4745,15665,185,7490,985,580
Anglia Ruskin University,"24 Media, journalism and communications",110,0,0,0,0,0,1610,805,3335,190,1720,340,40
Anglia Ruskin University,"25 Design, and creative and performing arts",920,0,0,150,60,625,9580,4100,19910,680,10250,2880,260
Apex College,17 Business and management,60,0,0,0,0,60,660,120,1560,40,1040,200,0
Arden University,04 Psychology,290,0,0,0,0,170,1595,640,3335,35,1710,265,40
Arden University,11 Computing,350,0,0,0,0,50,2030,1190,3590,155,1560,140,40
Arden University,15 Social sciences,470,0,40,0,20,480,3450,1270,6460,350,3040,600,140
Arden University,16 Law,100,0,0,20,0,30,785,220,1850,20,1060,130,20
Arden University,17 Business and management,980,0,100,0,60,815,7900,3990,15630,535,7760,1180,180
Arden University,"25 Design, and creative and performing arts",40,0,0,0,0,0,200,100,500,0,280,20,0
Arts Educational Schools,"25 Design, and creative and performing arts",330,0,0,0,0,60,3430,1330,6430,160,2960,1140,340
Askham Bryan College,03 Biological and sport sciences,0,0,0,0,0,0,550,350,1290,0,740,100,0
Askham Bryan College,05 Veterinary sciences,40,0,0,0,0,0,760,620,1850,0,1040,0,0
Askham Bryan College,"06 Agriculture, food and related studies",230,0,0,140,0,140,2570,1260,5750,180,3140,500,40
Askham Bryan College,17 Business and management,0,0,0,0,0,0,40,0,120,0,60,0,0
Aston University,02 Subjects allied to medicine,2450,0,100,20,10,805,15040,8595,26785,640,11720,1425,760
Aston University,03 Biological and sport sciences,275,0,0,0,0,80,2810,1310,4560,185,1710,190,465
Aston University,04 Psychology,725,0,0,140,0,290,5500,2935,10410,315,4940,585,510
Aston University,07 Physical sciences,70,0,0,0,0,10,815,435,1930,5,1040,10,80
Aston University,09 Mathematical sciences,205,0,0,0,0,20,1590,870,3345,140,1770,100,150
Aston University,10 Engineering and technology,1415,0,0,45,0,410,11675,7530,21810,680,10150,715,700
Aston University,11 Computing,500,0,0,0,0,125,6150,4695,14395,275,8250,260,205
Aston University,"13 Architecture, building and planning",0,0,0,0,0,0,320,280,840,0,520,0,0
Aston University,15 Social sciences,1100,0,40,20,0,290,7680,4695,14930,335,7220,595,545
Aston University,16 Law,550,0,0,0,0,120,3230,1550,7090,265,3890,340,300
Aston University,17 Business and management,3170,0,70,240,110,1060,27825,19145,69370,1470,41570,1525,915
Aston University,19 Language and area studies,330,0,0,0,0,90,2470,1315,5155,155,2660,275,205
Aston University,22 Education and teaching,360,0,0,0,0,70,2010,1210,3850,0,1820,100,40
Aylesbury College,11 Computing,0,0,0,0,0,0,60,0,220,0,120,40,0
Aylesbury College,"25 Design, and creative and performing arts",0,0,0,0,0,0,360,160,840,0,480,180,0
Bangor University,01 Medicine and dentistry,110,0,0,0,0,0,770,365,1560,0,740,40,140
Bangor University,02 Subjects allied to medicine,940,0,0,10,0,435,9420,6445,18795,130,9380,860,410
Bangor University,03 Biological and sport sciences,1330,0,80,490,20,560,11280,4830,19970,680,8680,1395,1770
Bangor University,04 Psychology,1415,0,40,210,30,630,10015,4380,19575,625,9560,1185,1480
Bangor University,"06 Agriculture, food and related studies",210,0,0,0,0,150,2490,1405,4580,40,2130,360,125
Bangor University,07 Physical sciences,60,0,0,0,0,10,985,565,1700,20,720,0,120
Bangor University,10 Engineering and technology,60,0,0,0,0,0,1170,715,3410,100,2260,40,180
Bangor University,11 Computing,220,0,0,0,0,30,1940,1085,3690,100,1730,180,180
Bangor University,"26 Geography, earth and environmental studies (natural sciences)",390,0,0,90,0,230,4220,2315,6365,220,2140,390,510
Bangor University,15 Social sciences,590,0,0,20,0,405,4510,2170,9645,260,5160,590,340
Bangor University,16 Law,510,0,20,20,0,170,2660,1200,5885,220,3200,100,355
Bangor University,17 Business and management,830,0,80,50,60,295,7440,4155,24680,740,17250,405,695
Bangor University,19 Language and area studies,880,0,0,80,0,315,5240,1960,9850,355,4540,805,790
Bangor University,"20 Historical, philosophical and religious studies",410,0,0,90,0,125,2930,1020,5430,180,2490,430,525
Bangor University,22 Education and teaching,325,0,0,0,0,240,5245,3580,10870,150,5630,665,120
Bangor University,"24 Media, journalism and communications",80,0,0,0,0,0,1060,520,2320,60,1220,190,60
Bangor University,"25 Design, and creative and performing arts",420,0,0,0,0,50,2450,875,4590,120,2140,405,330
Bangor University,"26 Geography, earth and environmental studies (social sciences)",60,0,0,0,0,0,540,220,910,0,410,0,80
Barking and Dagenham College,10 Engineering and technology,0,0,0,0,0,0,100,100,240,0,140,0,0
Barking and Dagenham College,11 Computing,20,0,0,0,0,0,140,0,340,0,200,40,0
Barking and Dagenham College,"13 Architecture, building and planning",0,0,0,0,0,0,80,80,160,0,120,0,0
Barking and Dagenham College,17 Business and management,0,0,0,0,0,0,160,40,360,0,190,20,40
Barking and Dagenham College,"25 Design, and creative and performing arts",0,0,0,0,0,40,320,60,560,0,280,120,0
Barnfield College,02 Subjects allied to medicine,0,0,0,0,0,0,80,60,200,0,120,20,0
Barnfield College,15 Social sciences,0,0,0,0,0,0,20,0,40,0,0,0,0
Barnfield College,"25 Design, and creative and performing arts",0,0,0,0,0,40,80,0,340,0,240,0,0
Barnsley College,02 Subjects allied to medicine,20,0,0,0,0,0,160,40,440,0,260,0,0
Barnsley College,03 Biological and sport sciences,0,0,0,0,0,0,500,240,1260,0,800,40,60
Barnsley College,"06 Agriculture, food and related studies",0,0,0,0,0,0,100,0,340,0,280,40,0
Barnsley College,10 Engineering and technology,0,0,0,0,0,0,100,60,380,0,220,0,0
Barnsley College,11 Computing,0,0,0,0,0,0,60,0,200,0,140,0,0
Barnsley College,"13 Architecture, building and planning",40,0,0,0,0,0,160,120,600,0,340,0,0
Barnsley College,15 Social sciences,40,0,0,0,0,40,400,200,780,0,360,40,0
Barnsley College,17 Business and management,0,0,0,0,0,0,120,20,360,0,240,0,0
Barnsley College,22 Education and teaching,120,0,0,0,0,20,1260,750,2710,0,1450,140,20
Barnsley College,"25 Design, and creative and performing arts",0,0,0,0,0,0,620,160,1320,20,680,180,40
Barnet & Southgate College,11 Computing,0,0,0,0,0,0,40,0,120,0,40,0,0
Barnet & Southgate College,15 Social sciences,0,0,0,0,0,0,300,120,600,0,280,20,0
Barnet & Southgate College,17 Business and management,120,0,0,0,0,170,1360,520,2650,180,1300,250,20
Barnet & Southgate College,22 Education and teaching,0,0,0,0,0,20,360,120,820,0,460,80,0
Basingstoke College of Technology,10 Engineering and technology,120,0,0,0,0,0,720,540,1680,0,1000,0,0
Bath College,03 Biological and sport sciences,0,0,0,0,0,0,140,0,320,0,200,0,0
Bath College,10 Engineering and technology,80,0,0,0,0,0,800,600,2080,0,1280,0,0
Bath College,11 Computing,40,0,0,0,0,0,490,220,1090,40,560,80,0
Bath College,"13 Architecture, building and planning",120,0,0,0,0,0,360,280,1000,0,640,0,0
Bath College,17 Business and management,0,0,0,0,0,0,80,0,200,0,120,0,0
Bath College,"25 Design, and creative and performing arts",0,0,0,0,0,0,80,0,220,0,120,40,0
Bath Spa University,02 Subjects allied to medicine,80,0,0,0,0,0,1080,650,1890,20,710,170,0
Bath Spa University,03 Biological and sport sciences,0,0,0,0,0,0,710,480,1330,0,600,0,80
Bath Spa University,04 Psychology,440,0,0,40,0,130,3055,1665,6090,120,3000,310,320
Bath Spa University,10 Engineering and technology,40,0,0,0,0,0,360,160,905,0,510,140,0
Bath Spa University,11 Computing,20,0,0,0,0,20,925,520,1935,20,980,70,40
Bath Spa University,"26 Geography, earth and environmental studies (natural sciences)",160,0,0,0,0,50,1590,850,2870,20,1260,230,100
Bath Spa University,15 Social sciences,270,0,0,0,0,40,2390,1415,4705,130,2310,310,100
Bath Spa University,17 Business and management,415,0,0,20,10,390,5830,3510,15595,255,9770,700,280
Bath Spa University,19 Language and area studies,630,0,0,40,40,425,5855,2515,10880,310,5000,1465,230
Bath Spa University,"20 Historical, philosophical and religious studies",210,0,0,55,0,50,2065,940,3775,140,1650,330,100
Bath Spa University,22 Education and teaching,1600,0,80,60,160,800,19935,13850,38470,530,18550,2355,465
Bath Spa University,"24 Media, journalism and communications",260,0,0,0,60,200,4030,2400,7730,330,3660,740,100
Bath Spa University,"25 Design, and creative and performing arts",1670,0,20,140,120,950,17420,7295,34360,955,16980,5425,700
The University of Bath,01 Medicine and dentistry,0,0,0,0,0,0,120,80,400,0,280,0,0
The University of Bath,02 Subjects allied to medicine,845,0,0,20,0,385,6945,4335,12150,260,5240,385,570
The University of Bath,03 Biological and sport sciences,1400,0,50,200,20,615,13105,7290,23120,630,9990,880,1955
The University of Bath,04 Psychology,1140,0,0,140,0,440,8930,4950,15450,320,6530,690,1130
The University of Bath,07 Physical sciences,930,0,0,0,0,420,9645,5635,14670,490,4990,405,1680
The University of Bath,09 Mathematical sciences,1120,0,0,40,20,380,9345,5860,14640,460,5250,260,1190
The University of Bath,10 Engineering and technology,1335,0,0,40,80,750,21960,16935,37465,925,15530,600,1200
The University of Bath,11 Computing,320,0,0,0,0,170,6715,5090,12860,450,6200,120,330
The University of Bath,"13 Architecture, building and planning",640,0,0,0,0,320,6125,3875,11930,175,5790,320,640
The University of Bath,15 Social sciences,1995,0,20,195,0,840,21280,14275,40080,815,18750,845,2100
The University of Bath,17 Business and management,1960,0,20,190,310,830,22790,16980,54505,815,31690,585,990
The University of Bath,19 Language and area studies,400,0,0,0,0,240,4930,3220,9250,290,4320,350,450
The University of Bath,22 Education and teaching,340,0,0,0,0,130,3030,2015,7510,80,4490,200,120
The University of Bath,23 Combined and general studies,0,0,0,0,0,80,1080,700,1940,80,840,40,140
Bedford College,03 Biological and sport sciences,40,0,0,0,0,0,440,120,820,20,360,80,0
Bedford College,04 Psychology,0,0,0,0,0,0,20,0,120,0,40,0,0
Bedford College,"06 Agriculture, food and related studies",0,0,0,0,0,40,350,180,680,0,280,100,0
Bedford College,10 Engineering and technology,280,0,0,0,0,0,1630,1240,3680,0,2060,0,0
Bedford College,11 Computing,20,0,0,0,0,20,760,270,1940,60,1120,180,20
Bedford College,"13 Architecture, building and planning",0,0,0,0,0,0,380,240,760,0,440,0,0
Bedford College,15 Social sciences,0,0,0,0,0,40,220,40,400,0,200,100,0
Bedford College,17 Business and management,10,0,0,0,0,0,360,160,940,0,560,60,0
Bedford College,22 Education and teaching,40,0,0,0,0,0,500,230,1010,0,500,80,0
Bedford College,"25 Design, and creative and performing arts",360,0,0,40,0,200,2470,680,6870,180,4400,830,180
University of Bedfordshire,02 Subjects allied to medicine,930,0,0,20,30,750,11130,7560,19770,350,8670,1155,165
University of Bedfordshire,03 Biological and sport sciences,805,0,0,20,0,250,5480,2925,10670,250,5220,610,415
University of Bedfordshire,04 Psychology,450,0,0,10,0,235,3380,1535,6565,300,3220,455,200
University of Bedfordshire,"06 Agriculture, food and related studies",0,0,0,0,0,20,400,225,855,0,440,30,0
University of Bedfordshire,07 Physical sciences,0,0,0,0,0,0,390,250,800,0,370,0,0
University of Bedfordshire,10 Engineering and technology,90,0,0,0,0,100,1340,780,4065,120,2770,130,30
University of Bedfordshire,11 Computing,485,0,0,0,20,320,5185,2540,15800,805,10620,525,210
University of Bedfordshire,"13 Architecture, building and planning",0,0,0,0,0,0,640,370,1230,0,600,120,0
University of Bedfordshire,"26 Geography, earth and environmental studies (natural sciences)",0,0,0,0,0,0,60,0,280,0,160,0,0
University of Bedfordshire,15 Social sciences,1500,0,0,125,60,1535,13435,6615,26310,1045,12890,1850,690
University of Bedfordshire,16 Law,295,0,40,0,0,90,1595,660,3815,165,2220,135,90
University of Bedfordshire,17 Business and management,1310,0,95,130,180,1590,17645,9685,56850,1820,39220,2040,690
University of Bedfordshire,19 Language and area studies,240,0,0,0,0,85,1495,600,2550,60,1030,230,140
University of Bedfordshire,22 Education and teaching,1715,0,0,30,20,740,15820,10990,28580,325,12780,1475,375
University of Bedfordshire,"24 Media, journalism and communications",90,0,0,10,0,0,1660,760,3710,200,2010,340,40
University of Bedfordshire,"25 Design, and creative and performing arts",340,0,20,100,0,280,3810,1560,8470,340,4610,900,160
Queen's University Belfast,01 Medicine and dentistry,1270,0,0,0,10,315,12285,9600,23215,75,10900,295,530
Queen's University Belfast,02 Subjects allied to medicine,2590,0,0,60,80,1730,25390,16365,50190,275,24810,2720,1560
Queen's University Belfast,03 Biological and sport sciences,630,0,0,50,0,280,7000,3965,11985,390,4980,400,1210
Queen's University Belfast,04 Psychology,1025,0,0,60,0,340,6575,3385,12330,210,5740,860,565
Queen's University Belfast,"06 Agriculture, food and related studies",370,0,0,0,0,40,3355,2390,5845,0,2470,130,230
Queen's University Belfast,07 Physical sciences,345,0,0,0,0,30,4740,2755,8150,160,3370,190,1070
Queen's University Belfast,09 Mathematical sciences,430,0,0,0,0,140,3420,2075,6285,80,2820,120,480
Queen's University Belfast,10 Engineering and technology,1010,0,40,100,130,645,13655,9450,28305,520,14640,385,1315
Queen's University Belfast,11 Computing,945,0,0,0,40,315,14895,11975,26985,465,12160,605,380
Queen's University Belfast,"13 Architecture, building and planning",710,0,0,0,20,305,5435,3415,12550,195,7130,360,340
Queen's University Belfast,"26 Geography, earth and environmental studies (natural sciences)",460,0,0,40,0,55,2800,1290,5205,110,2440,240,375
Queen's University Belfast,15 Social sciences,2115,0,0,145,40,775,16310,9830,31655,505,15340,1370,1400
Queen's University Belfast,16 Law,1560,0,40,110,20,490,12595,8145,27395,450,14860,480,1125
Queen's University Belfast,17 Business and management,2000,0,40,115,40,945,16580,10755,50100,560,33560,685,1295
Queen's University Belfast,19 Language and area studies,1115,0,80,90,0,350,7480,3230,13865,260,6390,1225,935
Queen's University Belfast,"20 Historical, philosophical and religious studies",935,0,0,95,0,210,5730,2560,10320,230,4630,675,805
Queen's University Belfast,22 Education and teaching,650,0,0,0,20,390,7450,5310,15840,180,8380,760,80
Queen's University Belfast,23 Combined and general studies,40,0,0,0,0,0,360,160,605,0,190,0,40
Queen's University Belfast,"24 Media, journalism and communications",80,0,0,0,0,10,1270,820,2525,70,1210,160,0
Queen's University Belfast,"25 Design, and creative and performing arts",525,0,0,60,0,200,4505,2075,9000,230,4490,1120,210
Queen's University Belfast,"26 Geography, earth and environmental studies (social sciences)",120,0,0,0,0,0,900,430,1455,60,590,120,120
Belfast Metropolitan College,Unknown subject,840,0,40,80,80,340,5390,2620,11870,140,6480,710,540
The Berkshire College of Agriculture (BCA),"06 Agriculture, food and related studies",0,0,0,0,0,0,80,0,200,0,120,20,0
Bexhill College,22 Education and teaching,0,0,0,0,0,0,60,40,140,0,0,0,0
BIMM University,17 Business and management,180,0,0,0,0,20,2000,1120,4340,200,2320,360,0
BIMM University,"24 Media, journalism and communications",40,0,0,40,0,0,700,340,1320,80,640,160,0
BIMM University,"25 Design, and creative and performing arts",2155,0,40,380,210,1160,27755,12150,64495,1880,36730,8970,720
Birkbeck College,02 Subjects allied to medicine,610,0,0,320,0,260,3275,1025,6195,40,2880,760,0
Birkbeck College,03 Biological and sport sciences,525,0,0,0,0,265,3135,1280,5075,195,1970,235,565
Birkbeck College,04 Psychology,1820,0,80,140,0,655,9985,5215,18690,400,8690,1110,440
Birkbeck College,"06 Agriculture, food and related studies",0,0,0,0,0,0,40,0,40,0,0,0,0
Birkbeck College,07 Physical sciences,80,0,0,0,0,30,865,275,1490,20,690,85,80
Birkbeck College,09 Mathematical sciences,340,0,20,0,0,90,2555,1605,4345,90,1830,85,100
Birkbeck College,11 Computing,610,0,0,0,0,235,5845,4435,10125,205,4290,225,50
Birkbeck College,"26 Geography, earth and environmental studies (natural sciences)",130,0,0,0,0,75,1795,1015,3040,90,1300,150,40
Birkbeck College,15 Social sciences,1275,0,25,150,0,695,10495,6285,18590,565,8110,880,600
Birkbeck College,16 Law,930,0,30,135,70,445,5380,2690,10430,280,5070,375,195
Birkbeck College,17 Business and management,1045,0,10,150,50,665,12725,8965,26510,705,13780,855,160
Birkbeck College,19 Language and area studies,915,0,140,100,0,775,7475,3315,13755,305,6250,1580,290
Birkbeck College,"20 Historical, philosophical and religious studies",1165,0,270,230,0,1525,8875,3410,15340,285,6410,1365,475
Birkbeck College,22 Education and teaching,80,0,40,0,0,35,640,185,1185,10,570,40,0
Birkbeck College,23 Combined and general studies,10,0,0,0,0,0,165,20,260,0,80,0,0
Birkbeck College,"24 Media, journalism and communications",160,0,0,0,0,110,2615,1455,5235,100,2660,475,50
Birkbeck College,"25 Design, and creative and performing arts",80,0,0,0,0,10,1355,660,2660,0,1250,380,0
Birmingham Metropolitan College,10 Engineering and technology,40,0,0,0,0,0,600,480,1490,0,860,0,0
Birmingham Metropolitan College,11 Computing,0,0,0,0,0,0,430,180,1000,20,600,60,0
Birmingham Metropolitan College,15 Social sciences,20,0,0,0,0,0,510,250,1180,40,660,120,0
Birmingham Metropolitan College,17 Business and management,0,0,0,0,0,0,80,0,260,20,200,0,0
Birmingham Metropolitan College,"25 Design, and creative and performing arts",40,0,0,0,0,0,300,80,640,0,360,40,0
Birmingham City University,02 Subjects allied to medicine,3175,0,60,120,180,2425,41785,29725,75975,975,34200,4385,655
Birmingham City University,04 Psychology,1285,0,0,155,0,335,8140,3740,14400,635,6280,1080,745
Birmingham City University,07 Physical sciences,0,0,0,0,0,0,80,60,140,0,60,0,0
Birmingham City University,09 Mathematical sciences,0,0,0,0,0,0,140,80,500,0,240,0,0
Birmingham City University,10 Engineering and technology,855,0,0,80,20,490,9920,5855,18830,840,8940,1120,530
Birmingham City University,11 Computing,1050,0,0,50,60,585,11105,6270,24205,1180,13080,1260,540
Birmingham City University,"13 Architecture, building and planning",1110,0,0,20,0,340,9580,6425,19240,560,9630,760,210
Birmingham City University,15 Social sciences,1590,0,0,240,10,805,13595,7725,25975,1010,12410,1380,755
Birmingham City University,16 Law,1165,0,105,245,0,500,8920,4385,18950,875,10000,975,630
Birmingham City University,17 Business and management,2610,0,70,380,240,1615,29830,17565,76420,2975,46610,2935,1390
Birmingham City University,19 Language and area studies,250,0,0,0,0,110,2395,1050,4070,135,1700,475,200
Birmingham City University,"20 Historical, philosophical and religious studies",0,0,0,0,0,0,180,40,465,20,270,80,0
Birmingham City University,22 Education and teaching,1525,0,0,140,110,1165,21595,15205,39585,1210,18030,1835,310
Birmingham City University,23 Combined and general studies,860,0,0,0,0,20,1950,340,3780,0,1760,0,500
Birmingham City University,"24 Media, journalism and communications",515,0,0,160,0,220,7070,4140,13015,520,5940,1305,220
Birmingham City University,"25 Design, and creative and performing arts",2500,0,80,410,230,1420,26645,12005,57250,1735,30560,7170,1115
The University of Birmingham,01 Medicine and dentistry,2270,0,0,0,0,450,15870,11770,30575,140,14660,870,400
The University of Birmingham,02 Subjects allied to medicine,1885,0,0,80,100,875,19400,12150,36170,730,16790,1445,1980
The University of Birmingham,03 Biological and sport sciences,1925,0,20,140,40,700,15220,7750,29415,930,14220,1015,2615
The University of Birmingham,04 Psychology,1230,0,10,100,0,380,9695,5445,18635,420,9040,925,955
The University of Birmingham,"06 Agriculture, food and related studies",0,0,0,0,0,0,415,315,1585,0,1120,0,0
The University of Birmingham,07 Physical sciences,1075,0,0,40,0,410,10415,5835,16750,520,6370,380,2060
The University of Birmingham,09 Mathematical sciences,740,0,20,0,0,270,5980,3420,13460,380,7470,310,710
The University of Birmingham,10 Engineering and technology,1995,0,10,190,160,1080,23840,15930,56995,1260,33260,725,2315
The University of Birmingham,11 Computing,755,0,10,20,80,305,10520,7755,25035,420,14510,340,700
The University of Birmingham,"13 Architecture, building and planning",130,0,0,20,0,20,1850,1420,3985,25,2090,0,20
The University of Birmingham,"26 Geography, earth and environmental studies (natural sciences)",910,0,0,60,0,420,8735,5180,15460,490,6700,555,1010
The University of Birmingham,15 Social sciences,4040,0,90,330,280,1755,35410,22485,87030,1855,51650,1915,2585
